,CHSI_County_Name,CHSI_State_Name,Population_Size,Obesity,No_Exercise,Few_Fruit_Veg,Poverty,No_HS_Diploma,Major_Depression,Diabetes,Non-White,Uninsured,High_Blood_Pres
382,Wakulla,Florida,28212,23.0,21.2,86.0,11.0,14.7,5.4,6.7,13.5,12.3,23.0
383,Walton,Florida,50324,19.5,28.9,74.8,13.4,17.0,5.5,8.8,10.299999999999997,13.8,32.2
391,Barrow,Georgia,59954,25.1,30.6,78.3,10.1,17.0,5.8,8.9,14.900000000000006,10.0,29.9
392,Bartow,Georgia,89229,30.8,26.0,79.5,10.9,18.1,5.8,10.2,11.400000000000006,12.9,27.7
395,Bibb,Georgia,154918,23.9,29.0,76.3,18.9,14.4,5.8,10.6,52.5,15.3,28.8
399,Bryan,Georgia,28549,21.5,24.8,79.3,10.0,13.0,5.8,4.7,17.799999999999997,10.5,15.7
400,Bulloch,Georgia,61454,26.4,24.9,80.2,18.9,11.9,6.0,7.9,30.5,15.4,27.8
404,Camden,Georgia,45759,29.4,17.5,77.3,10.8,9.8,5.5,5.9,24.400000000000006,12.6,21.3
409,Chatham,Georgia,238410,21.3,26.2,75.6,16.8,12.6,5.9,9.2,44.9,14.8,26.1
412,Cherokee,Georgia,184211,19.5,19.0,76.6,6.4,10.0,5.8,6.9,8.099999999999994,10.5,21.1
413,Clarke,Georgia,104439,25.0,23.8,73.5,18.7,9.9,6.3,6.6,30.900000000000006,16.5,24.1
415,Clayton,Georgia,267966,26.0,26.8,82.1,13.9,12.1,5.6,5.8,69.1,15.8,27.0
417,Cobb,Georgia,663818,19.5,17.2,73.9,9.6,7.3,5.9,5.8,28.099999999999994,14.4,23.6
418,Coffee,Georgia,39674,35.2,41.1,84.1,19.1,22.0,5.8,9.6,28.599999999999994,20.2,35.6
420,Columbia,Georgia,103812,20.6,20.7,77.3,6.8,7.7,5.9,5.7,19.200000000000003,9.3,21.1
422,Coweta,Georgia,109903,24.7,28.0,74.3,9.4,11.9,5.8,8.0,19.299999999999997,9.7,23.9
428,DeKalb,Georgia,677959,21.7,22.7,72.8,13.2,9.7,6.0,5.3,61.1,15.9,22.4
429,Dodge,Georgia,19574,30.1,33.4,82.8,18.1,22.0,6.0,13.0,31.299999999999997,16.1,31.6
431,Dougherty,Georgia,94882,26.6,34.4,81.4,21.6,15.9,5.7,9.7,65.8,19.3,32.3
432,Douglas,Georgia,112760,24.8,23.8,85.6,10.0,11.9,5.8,7.3,34.8,10.6,17.9
435,Effingham,Georgia,46924,26.8,32.1,80.4,9.9,13.4,5.9,11.5,15.0,10.5,21.3
441,Floyd,Georgia,94198,30.3,30.1,79.2,15.0,18.5,6.0,11.1,16.299999999999997,13.9,34.4
442,Forsyth,Georgia,140393,16.2,16.3,73.3,5.7,9.2,5.8,3.7,6.5,9.0,20.3
444,Fulton,Georgia,915623,21.3,21.0,74.0,16.2,10.5,6.0,5.0,48.4,13.4,22.5
447,Glynn,Georgia,71874,27.8,24.2,73.4,14.9,11.8,6.0,11.0,28.0,15.3,23.4
451,Gwinnett,Georgia,726273,19.2,22.7,76.3,8.2,8.0,5.8,5.5,30.5,12.7,20.2
452,Habersham,Georgia,39603,20.8,31.2,74.5,12.1,19.2,6.1,6.5,7.400000000000006,13.3,26.6
453,Hall,Georgia,165771,24.8,28.2,75.7,12.0,18.6,5.8,7.9,9.900000000000006,14.2,27.4
459,Henry,Georgia,167848,25.8,19.5,79.1,6.6,9.9,5.8,7.5,31.5,8.3,20.4
460,Houston,Georgia,126163,24.0,21.7,81.2,11.3,9.9,5.8,9.7,30.799999999999997,10.9,33.3
462,Jackson,Georgia,52292,22.1,28.7,80.1,12.2,20.9,6.0,7.3,9.400000000000006,11.8,27.3
471,Laurens,Georgia,46896,28.8,31.3,82.5,17.6,19.3,5.9,8.4,36.6,16.3,32.4
472,Lee,Georgia,31099,19.1,18.3,82.3,9.1,11.7,5.9,6.4,18.700000000000003,10.5,17.9
473,Liberty,Georgia,57544,26.3,24.8,77.3,15.1,6.8,5.1,4.2,50.6,20.3,19.7
476,Lowndes,Georgia,96705,24.0,27.7,76.6,17.7,13.3,5.9,9.6,37.0,14.8,33.0
490,Muscogee,Georgia,185271,25.1,25.3,78.2,16.8,12.9,5.8,6.7,50.7,15.8,32.2
492,Oconee,Georgia,29748,15.6,24.8,75.4,7.1,8.5,5.9,5.3,9.299999999999997,8.9,18.0
494,Paulding,Georgia,112411,23.1,28.7,78.3,6.8,11.9,5.7,6.6,15.200000000000003,8.4,22.1
505,Richmond,Georgia,195769,27.7,30.6,77.8,18.6,13.5,5.8,9.3,56.3,17.4,28.7
521,Tift,Georgia,40793,30.3,33.3,79.8,18.1,19.9,5.8,9.7,29.799999999999997,18.5,28.8
530,Walker,Georgia,63890,26.0,30.6,83.1,14.1,22.6,6.1,8.2,5.400000000000006,11.7,28.1
531,Walton,Georgia,75647,27.0,26.4,76.8,10.6,17.1,5.9,6.0,16.5,9.7,26.1
532,Ware,Georgia,34492,33.7,36.2,71.1,18.9,19.4,6.0,13.1,28.400000000000006,18.1,34.9
539,Whitfield,Georgia,90889,24.6,32.8,77.3,12.1,22.9,5.7,8.0,6.700000000000003,16.7,28.3
544,Hawaii,Hawaii,167293,19.6,20.2,75.9,13.1,9.9,5.0,6.8,64.1,14.9,23.9
545,Honolulu,Hawaii,905266,17.8,19.0,77.1,10.5,10.1,5.2,6.9,77.1,11.8,23.9
547,Kauai,Hawaii,62640,17.4,17.3,77.0,10.5,11.1,5.1,7.0,66.1,13.0,26.2
548,Maui,Hawaii,139884,17.7,19.9,75.0,10.2,11.2,5.1,5.9,61.7,12.8,21.4
549,Ada,Idaho,344727,18.5,15.5,77.0,9.3,6.0,6.3,5.1,5.400000000000006,10.6,21.6
551,Bannock,Idaho,78155,23.7,17.5,80.0,13.5,7.4,6.1,7.0,6.5,15.7,22.1
552,Bear Lake,Idaho,6176,24.7,26.0,79.3,11.2,9.0,6.2,7.1,1.2000000000000028,18.2,27.8
553,Benewah,Idaho,9218,28.3,24.8,81.6,12.9,13.6,6.5,6.0,9.799999999999997,16.3,30.7
554,Bingham,Idaho,43739,25.8,22.9,78.4,12.9,11.1,5.9,8.2,8.900000000000006,20.2,23.1
555,Blaine,Idaho,21166,9.7,11.2,69.3,6.3,6.9,6.6,1.9,2.799999999999997,12.6,20.3
557,Bonner,Idaho,40908,19.1,20.2,76.6,13.4,10.0,6.7,5.6,3.0,15.2,28.8
558,Bonneville,Idaho,91856,21.1,18.4,81.1,11.6,7.3,6.0,7.1,3.4000000000000057,14.3,21.4
559,Boundary,Idaho,10619,20.0,21.2,76.8,13.8,13.1,6.4,4.9,3.9000000000000057,18.7,18.3
562,Canyon,Idaho,164593,23.9,22.7,80.3,13.5,14.4,6.0,7.5,4.200000000000003,15.6,21.6
563,Caribou,Idaho,7131,22.5,24.5,78.5,10.0,8.4,6.2,9.7,0.7999999999999972,16.0,22.0
564,Cassia,Idaho,21324,21.5,24.6,76.0,14.6,13.4,5.9,6.6,2.4000000000000057,24.3,21.1
566,Clearwater,Idaho,8373,22.5,21.3,77.4,12.8,14.6,6.9,8.5,3.700000000000003,15.4,35.3
568,Elmore,Idaho,28634,26.7,21.8,81.1,11.7,7.8,6.1,4.5,8.599999999999994,17.4,29.1
569,Franklin,Idaho,12371,17.7,19.8,82.8,9.7,6.7,5.7,5.3,0.9000000000000057,18.3,18.3
570,Fremont,Idaho,12242,19.8,24.1,81.9,13.2,11.7,6.0,7.7,2.0,22.8,29.6
571,Gem,Idaho,16273,26.0,23.4,77.4,11.8,13.5,6.4,8.6,2.5999999999999943,16.9,30.0
572,Gooding,Idaho,14461,26.0,29.7,82.1,11.7,17.2,6.2,8.6,2.0,22.2,31.9
573,Idaho,Idaho,15697,20.1,26.3,75.8,15.0,11.8,6.7,4.9,4.900000000000006,16.0,28.9
574,Jefferson,Idaho,21580,25.0,24.0,80.8,11.0,8.7,5.8,7.5,2.200000000000003,19.3,24.1
575,Jerome,Idaho,19638,22.3,27.3,78.4,12.9,15.2,6.0,7.7,2.5999999999999943,21.9,23.3
576,Kootenai,Idaho,127668,20.9,18.1,79.0,10.4,8.4,6.4,6.2,3.5999999999999943,12.9,22.8
577,Latah,Idaho,34714,16.5,13.5,77.6,14.0,5.1,6.6,4.0,5.900000000000006,13.5,19.6
578,Lemhi,Idaho,7909,22.6,20.8,73.5,13.4,12.3,6.7,6.5,1.7000000000000028,20.7,23.8
581,Madison,Idaho,30975,19.3,16.1,78.8,15.5,4.6,5.7,3.2,2.700000000000003,17.2,13.3
582,Minidoka,Idaho,19014,25.9,26.6,79.7,13.3,15.9,6.1,5.3,2.799999999999997,23.3,25.1
583,Nez Perce,Idaho,37931,24.6,21.3,78.2,11.8,9.8,6.6,7.2,8.400000000000006,12.9,28.7
585,Owyhee,Idaho,11073,29.4,34.1,84.9,16.2,20.1,6.1,3.9,5.0,26.4,33.2
586,Payette,Idaho,22197,26.7,23.7,78.3,13.4,16.0,6.2,8.2,3.5,18.2,34.5
587,Power,Idaho,7753,28.7,26.3,74.7,14.5,15.1,6.0,5.7,4.0,22.1,25.6
588,Shoshone,Idaho,13157,26.0,24.3,81.2,16.6,15.9,6.7,7.8,3.200000000000003,16.9,37.4
589,Teton,Idaho,7467,17.8,10.2,74.4,9.0,7.8,5.9,5.3,1.7000000000000028,18.2,16.5
590,Twin Falls,Idaho,69419,21.8,24.2,77.1,12.7,11.9,6.3,5.7,3.0999999999999943,16.1,27.5
592,Washington,Idaho,10098,29.0,27.7,75.7,13.8,15.6,6.4,8.4,2.9000000000000057,20.2,28.5
593,Adams,Illinois,67040,26.3,29.0,77.5,11.2,10.9,5.5,7.8,4.799999999999997,9.1,26.1
598,Bureau,Illinois,35330,22.0,24.1,81.0,8.6,10.9,5.5,8.4,1.9000000000000057,11.6,20.0
602,Champaign,Illinois,184905,19.0,22.4,70.9,12.6,5.1,5.5,5.8,21.299999999999997,10.7,21.1
608,Cook,Illinois,5303683,22.0,27.8,76.8,14.5,14.5,5.3,7.1,33.400000000000006,16.1,23.0
611,DeKalb,Illinois,97665,23.5,20.4,79.4,9.3,7.0,5.5,5.0,9.200000000000003,10.0,19.3
614,DuPage,Illinois,929113,17.4,21.7,71.5,5.9,6.6,5.3,5.2,15.200000000000003,9.9,19.5
629,Henry,Illinois,50591,20.7,23.9,81.2,8.3,10.6,5.5,6.2,2.5999999999999943,10.0,15.7
637,Kane,Illinois,482113,22.6,26.9,81.5,7.4,12.1,5.1,5.6,10.099999999999994,11.6,20.4
638,Kankakee,Illinois,107972,28.1,22.5,75.2,11.3,12.9,5.3,7.5,17.400000000000006,11.8,25.4
640,Knox,Illinois,53309,22.4,22.7,76.6,12.7,12.5,5.6,9.7,9.400000000000006,11.6,26.2
641,Lake,Illinois,702682,20.8,20.9,74.9,6.9,8.3,5.1,5.3,14.099999999999994,10.5,22.1
642,La Salle,Illinois,112604,24.1,27.9,72.2,10.2,12.5,5.5,8.2,3.200000000000003,10.3,29.1
648,McHenry,Illinois,303990,21.3,21.1,73.0,4.5,6.9,5.2,4.9,4.5,8.9,19.1
649,McLean,Illinois,159013,20.9,19.4,79.2,9.4,5.4,5.4,6.1,10.700000000000003,9.4,19.0
650,Macon,Illinois,110167,23.7,25.7,75.3,13.5,11.1,5.4,8.4,17.200000000000003,10.7,24.2
652,Madison,Illinois,264309,28.0,24.3,77.8,10.6,10.4,5.4,7.1,9.799999999999997,10.6,23.6
663,Ogle,Illinois,54290,27.2,20.0,80.6,8.0,11.3,5.4,7.9,2.299999999999997,10.8,24.1
664,Peoria,Illinois,182328,24.1,28.7,84.8,13.4,10.4,5.3,7.4,21.299999999999997,11.7,23.5
673,Rock Island,Illinois,147808,26.1,24.3,76.1,11.6,11.7,5.5,8.5,10.900000000000006,12.7,27.9
674,St. Clair,Illinois,260067,29.7,30.9,81.0,14.5,12.2,5.3,9.2,32.2,12.3,31.6
676,Sangamon,Illinois,192789,24.0,25.5,73.4,10.1,8.0,5.4,11.0,13.200000000000003,10.3,27.9
681,Stephenson,Illinois,47965,22.0,18.3,82.5,10.2,10.8,5.4,8.7,10.400000000000006,10.3,24.9
682,Tazewell,Illinois,129999,21.3,23.4,82.3,8.1,10.3,5.5,6.1,2.5,7.3,23.6
684,Vermilion,Illinois,82344,31.8,31.2,84.3,14.0,14.3,5.4,9.0,12.900000000000006,12.6,29.2
691,Will,Illinois,642813,23.6,23.9,83.1,6.7,8.2,5.2,5.2,15.799999999999997,8.9,22.0
693,Winnebago,Illinois,288695,25.8,25.3,76.3,12.3,12.2,5.3,9.3,15.0,11.2,27.5
696,Allen,Indiana,344006,23.8,21.4,79.6,10.2,9.0,6.5,5.9,15.599999999999994,11.2,25.4
697,Bartholomew,Indiana,73540,21.1,22.9,80.8,8.3,10.8,6.6,5.2,5.599999999999994,9.0,20.2
700,Boone,Indiana,52061,23.1,23.7,74.4,5.8,7.6,6.6,6.1,2.799999999999997,5.5,29.9
703,Cass,Indiana,40130,21.1,29.4,77.4,9.7,12.0,6.7,4.1,3.200000000000003,13.4,19.7
704,Clark,Indiana,101592,22.2,26.3,79.9,9.4,13.5,6.8,8.7,9.5,10.5,28.6
709,Dearborn,Indiana,49082,18.7,28.5,78.5,6.8,11.9,6.7,4.7,2.0,7.2,23.9
711,De Kalb,Indiana,41659,28.1,24.3,74.9,7.0,9.9,6.5,6.1,1.7000000000000028,9.0,20.2
712,Delaware,Indiana,116362,28.3,21.5,76.1,13.4,11.3,6.9,8.8,8.900000000000006,11.2,25.3
713,Dubois,Indiana,40858,19.9,25.0,82.3,5.6,13.0,6.6,6.2,1.0,6.9,23.7
714,Elkhart,Indiana,195362,25.2,26.2,77.0,9.5,15.1,6.4,5.5,8.400000000000006,12.6,27.7
716,Floyd,Indiana,71997,21.9,24.1,76.8,9.2,11.8,6.7,6.3,6.900000000000006,9.4,26.4
721,Grant,Indiana,70557,33.2,27.1,80.4,12.5,13.5,6.8,8.7,9.5,13.1,34.5
723,Hamilton,Indiana,240685,20.0,16.4,76.3,3.6,3.6,6.4,4.8,8.099999999999994,6.6,18.6
724,Hancock,Indiana,63138,20.7,24.3,82.7,5.0,8.1,6.7,6.5,3.5,7.8,18.8
725,Harrison,Indiana,36827,28.9,28.0,82.8,8.1,13.2,6.8,7.7,1.5999999999999943,8.2,18.6
726,Hendricks,Indiana,127483,23.4,22.1,74.1,4.6,7.5,6.6,5.2,6.099999999999994,6.4,26.1
728,Howard,Indiana,84977,25.8,23.6,79.1,10.3,11.1,6.7,9.2,9.799999999999997,11.9,28.6
730,Jackson,Indiana,42237,25.1,28.9,83.0,8.8,13.5,6.7,7.4,2.0999999999999943,10.6,27.1
735,Johnson,Indiana,128436,22.5,25.4,81.6,7.0,9.3,6.6,6.3,3.0,8.6,23.7
737,Kosciusko,Indiana,76072,24.0,24.4,73.3,7.5,11.9,6.6,8.2,2.299999999999997,11.9,28.7
739,Lake,Indiana,493297,28.7,29.2,79.0,12.7,12.4,6.6,8.1,28.700000000000003,14.6,27.5
740,La Porte,Indiana,110512,25.6,28.3,79.8,9.9,13.1,6.8,8.0,12.299999999999997,11.7,30.5
741,Lawrence,Indiana,46403,28.7,34.0,80.7,9.7,15.7,6.8,11.5,1.7999999999999972,10.1,31.7
742,Madison,Indiana,130412,27.1,28.3,77.8,11.0,13.5,6.8,8.4,9.700000000000003,10.8,30.1
743,Marion,Indiana,863133,24.3,26.3,78.4,12.5,11.9,6.5,7.5,29.299999999999997,13.2,25.4
744,Marshall,Indiana,46945,26.0,27.7,70.3,7.5,13.0,6.5,5.7,2.0999999999999943,10.6,20.4
746,Miami,Indiana,35620,27.6,23.9,79.0,10.0,12.2,6.7,9.0,5.400000000000006,11.7,27.7
747,Monroe,Indiana,121407,18.7,18.2,80.8,12.4,6.5,7.1,7.3,9.5,10.8,23.5
748,Montgomery,Indiana,38239,23.3,29.3,76.4,9.2,9.4,6.7,7.8,2.200000000000003,9.1,22.9
749,Morgan,Indiana,69778,26.5,27.1,78.7,7.8,12.7,6.6,6.5,1.5999999999999943,8.7,26.3
751,Noble,Indiana,47448,30.0,31.9,79.9,8.1,14.4,6.5,8.6,1.5999999999999943,12.1,26.5
758,Porter,Indiana,157772,24.0,24.3,73.9,6.8,7.6,6.8,5.6,4.400000000000006,10.3,22.2
759,Posey,Indiana,26852,20.6,26.5,78.3,7.6,10.4,6.8,10.9,1.9000000000000057,7.1,19.0
765,St. Joseph,Indiana,266160,22.8,26.2,75.5,11.8,10.9,6.6,8.1,16.0,12.4,26.7
770,Steuben,Indiana,33773,25.0,21.2,83.4,8.1,10.2,6.7,5.9,1.7999999999999972,10.6,13.8
773,Tippecanoe,Indiana,153875,20.7,21.1,77.9,11.9,6.7,6.8,5.0,9.5,11.3,19.6
776,Vanderburgh,Indiana,173187,27.3,24.0,80.8,11.8,11.0,6.8,9.0,11.0,9.5,27.5
778,Vigo,Indiana,102592,25.3,27.5,84.6,13.7,12.1,6.8,10.8,9.200000000000003,12.3,36.5
781,Warrick,Indiana,56362,27.1,24.8,74.4,5.8,9.1,6.7,7.0,3.0,7.5,30.6
783,Wayne,Indiana,69192,26.6,29.3,79.1,11.7,14.6,6.8,9.0,7.400000000000006,12.3,25.9
787,Adair,Iowa,7859,28.0,25.0,81.6,8.5,8.8,5.9,6.1,0.7999999999999972,9.0,25.9
789,Allamakee,Iowa,14709,16.7,23.1,78.1,9.2,13.0,5.8,2.9,1.0,11.8,18.7
790,Appanoose,Iowa,13666,25.3,37.3,83.2,13.6,13.0,5.8,8.0,1.5,12.0,29.7
792,Benton,Iowa,27000,25.7,29.7,81.5,6.5,8.2,5.7,5.4,0.9000000000000057,5.2,28.2
793,Black Hawk,Iowa,125891,23.5,22.9,78.7,11.5,8.6,5.8,6.6,10.400000000000006,8.0,24.7
794,Boone,Iowa,26602,23.2,26.0,80.3,7.6,7.6,5.8,6.2,1.4000000000000057,5.8,24.8
795,Bremer,Iowa,23677,20.2,19.0,74.9,6.3,8.1,5.8,3.6,1.5999999999999943,5.2,22.0
796,Buchanan,Iowa,21019,29.7,32.1,81.5,8.8,10.2,5.5,4.6,1.4000000000000057,9.5,24.1
797,Buena Vista,Iowa,20151,25.1,21.2,75.0,9.5,12.0,5.6,10.9,6.0,11.3,29.8
798,Butler,Iowa,15072,20.7,21.2,81.2,7.9,12.7,5.8,4.6,0.7000000000000028,5.5,29.1
799,Calhoun,Iowa,10443,21.2,22.0,81.7,9.9,10.6,6.0,4.3,1.5,8.9,31.7
800,Carroll,Iowa,21034,20.9,25.7,83.5,7.6,11.2,5.7,6.2,1.2000000000000028,6.0,23.2
801,Cass,Iowa,14219,23.3,24.3,75.3,10.4,10.1,5.9,8.4,1.0,9.6,28.0
802,Cedar,Iowa,18254,25.2,26.3,75.6,5.8,8.6,5.8,7.1,1.4000000000000057,4.8,26.4
803,Cerro Gordo,Iowa,44645,24.4,21.5,82.2,9.0,9.0,5.8,6.1,3.0,7.7,23.5
804,Cherokee,Iowa,12237,21.3,24.3,79.5,8.1,9.0,5.9,5.7,1.2999999999999972,8.7,27.2
805,Chickasaw,Iowa,12563,26.9,29.6,85.9,7.8,11.4,5.7,6.1,0.7000000000000028,6.2,22.8
806,Clarke,Iowa,9161,24.8,28.3,85.8,9.5,10.7,5.7,9.5,1.2999999999999972,11.6,30.9
807,Clay,Iowa,16897,23.4,18.4,83.8,8.4,8.5,5.8,5.3,1.4000000000000057,6.5,28.2
808,Clayton,Iowa,18337,26.0,23.0,76.9,8.7,12.2,5.8,5.4,0.7999999999999972,9.8,25.6
809,Clinton,Iowa,49717,26.6,21.9,79.8,10.4,9.9,5.7,10.4,4.099999999999994,8.9,31.8
811,Dallas,Iowa,51762,18.8,23.4,76.6,5.2,6.9,5.7,6.0,3.5999999999999943,6.9,22.5
814,Delaware,Iowa,18025,22.7,23.0,80.2,8.2,10.0,5.6,5.8,0.5999999999999943,8.2,29.3
815,Des Moines,Iowa,40810,24.8,28.3,78.0,11.4,9.9,5.7,7.0,5.900000000000006,9.4,28.5
816,Dickinson,Iowa,16687,25.0,19.7,74.2,6.5,7.9,6.0,6.4,0.9000000000000057,5.4,24.3
817,Dubuque,Iowa,91631,25.1,19.4,79.5,8.4,9.8,5.6,6.1,3.0999999999999943,5.9,24.4
819,Fayette,Iowa,21298,22.8,33.0,85.5,10.8,10.5,5.8,6.3,1.7999999999999972,10.1,23.0
820,Floyd,Iowa,16443,31.6,29.4,72.4,9.5,9.9,5.8,7.9,1.9000000000000057,8.5,27.3
821,Franklin,Iowa,10732,20.7,25.5,80.8,8.1,11.3,5.8,6.0,1.0999999999999943,9.7,20.4
822,Fremont,Iowa,7759,32.5,32.4,85.2,9.3,10.6,5.7,6.3,1.0999999999999943,9.5,33.7
825,Guthrie,Iowa,11547,25.5,21.4,89.1,8.3,10.3,5.8,2.8,0.5,7.4,22.5
826,Hamilton,Iowa,16209,26.7,31.8,80.3,7.2,8.9,5.7,11.0,3.0,7.7,27.5
827,Hancock,Iowa,11786,21.9,22.3,81.7,6.8,9.9,5.8,9.1,1.0999999999999943,8.0,26.1
828,Hardin,Iowa,18003,27.5,26.4,81.4,8.7,9.9,5.8,8.4,1.5,9.2,27.7
829,Harrison,Iowa,15884,30.8,33.4,79.8,8.6,10.5,5.7,8.8,1.0,7.9,31.2
830,Henry,Iowa,20246,31.0,27.6,76.8,9.1,9.6,5.8,8.4,4.900000000000006,7.9,25.0
834,Iowa,Iowa,16055,28.7,31.9,76.6,6.1,9.0,5.7,8.2,0.7999999999999972,4.3,25.1
835,Jackson,Iowa,20335,23.4,24.4,81.2,9.9,12.9,5.8,8.8,1.0,9.6,24.2
836,Jasper,Iowa,37674,28.7,25.4,85.0,7.4,9.3,5.8,8.1,2.700000000000003,5.7,24.8
838,Johnson,Iowa,117067,16.1,13.2,77.4,10.7,3.7,5.8,3.9,9.5,8.1,15.9
841,Kossuth,Iowa,16142,22.5,27.8,75.2,9.1,10.2,5.8,4.3,0.9000000000000057,8.7,23.1
842,Lee,Iowa,36705,23.2,27.8,85.3,11.2,11.7,5.8,8.8,4.900000000000006,10.2,22.1
843,Linn,Iowa,198903,21.5,19.9,81.9,7.8,6.3,5.6,6.2,6.299999999999997,6.4,23.5
846,Lyon,Iowa,11750,17.6,21.7,79.8,7.3,14.2,5.5,4.8,0.9000000000000057,7.5,25.1
847,Madison,Iowa,15158,26.1,28.1,79.4,6.8,8.4,5.6,3.8,1.0999999999999943,6.6,20.1
848,Mahaska,Iowa,22364,20.5,30.5,88.5,10.5,11.6,5.7,5.1,3.0999999999999943,7.4,24.5
849,Marion,Iowa,32984,22.7,25.4,81.4,7.8,10.7,5.7,7.2,2.0999999999999943,5.1,28.0
850,Marshall,Iowa,39418,27.9,28.7,81.5,10.6,12.0,5.6,6.9,3.5999999999999943,11.5,25.4
851,Mills,Iowa,15284,22.6,22.5,75.6,8.3,11.4,5.6,6.0,1.2999999999999972,6.1,26.2
855,Montgomery,Iowa,11313,29.1,30.8,83.5,10.1,12.9,5.7,13.2,1.0999999999999943,10.0,33.3
856,Muscatine,Iowa,42756,25.6,26.7,82.9,9.5,13.1,5.6,5.7,3.0999999999999943,11.2,23.2
857,O'Brien,Iowa,14414,25.7,24.1,82.8,7.8,13.6,5.8,3.7,1.2000000000000028,6.6,25.8
859,Page,Iowa,16253,24.5,27.8,79.8,11.4,10.3,5.9,5.1,3.9000000000000057,8.5,30.5
861,Plymouth,Iowa,24958,20.3,21.6,85.4,6.4,8.4,5.6,7.5,1.5,6.4,21.1
863,Polk,Iowa,401006,22.8,21.3,82.8,8.6,7.8,5.5,6.5,9.700000000000003,8.6,21.8
864,Pottawattamie,Iowa,89738,26.8,26.3,82.5,10.2,10.8,5.6,8.3,3.0999999999999943,9.8,28.0
865,Poweshiek,Iowa,18925,26.0,23.5,79.4,9.0,8.8,5.8,7.3,2.5,6.9,33.8
867,Sac,Iowa,10621,23.8,28.0,81.2,9.0,11.2,5.8,4.9,1.2000000000000028,10.7,26.1
868,Scott,Iowa,160998,20.5,20.1,81.3,10.3,9.1,5.6,6.9,10.099999999999994,9.6,23.7
869,Shelby,Iowa,12634,26.0,22.9,78.7,7.8,9.4,5.8,2.7,1.0999999999999943,7.8,29.0
870,Sioux,Iowa,32277,17.6,21.5,83.5,6.5,11.7,5.5,4.3,1.5999999999999943,7.3,16.5
871,Story,Iowa,79952,17.2,14.8,79.9,9.8,3.6,5.9,4.5,8.799999999999997,7.1,15.5
872,Tama,Iowa,17919,25.6,22.8,80.1,8.9,10.7,5.6,5.2,8.0,10.3,23.9
873,Taylor,Iowa,6614,27.3,29.0,85.8,10.7,12.0,5.8,10.6,0.7000000000000028,14.4,26.2
874,Union,Iowa,11972,28.0,23.8,78.2,11.1,9.1,5.8,7.9,1.2000000000000028,9.2,28.1
876,Wapello,Iowa,35965,24.8,27.6,79.8,12.2,12.7,5.7,6.2,3.0999999999999943,11.1,27.2
877,Warren,Iowa,42981,26.0,21.1,81.7,6.0,6.6,5.7,6.1,1.9000000000000057,6.5,26.8
878,Washington,Iowa,21457,25.3,22.4,82.7,7.7,12.0,5.6,4.2,1.4000000000000057,9.3,23.4
880,Webster,Iowa,39003,26.0,28.2,83.0,10.8,10.5,5.7,9.8,6.200000000000003,9.8,31.5
881,Winnebago,Iowa,11351,25.6,18.2,76.4,8.3,8.8,5.8,7.7,1.7000000000000028,8.0,23.8
882,Winneshiek,Iowa,21234,19.5,29.3,78.3,7.8,10.0,5.8,4.6,1.9000000000000057,6.1,19.2
883,Woodbury,Iowa,102605,23.0,26.1,82.9,11.2,12.0,5.4,4.6,8.400000000000006,12.8,23.9
885,Wright,Iowa,13647,19.3,29.0,81.2,8.3,10.9,5.7,6.4,1.0999999999999943,9.6,25.2
890,Barton,Kansas,28105,27.0,26.5,80.8,12.4,11.8,6.3,8.2,3.5,13.2,31.4
893,Butler,Kansas,62354,25.7,22.8,81.3,8.4,8.3,6.2,6.7,4.5,9.3,21.1
903,Cowley,Kansas,35298,29.2,32.8,82.6,13.4,9.4,6.2,8.4,8.400000000000006,12.3,30.4
904,Crawford,Kansas,38222,23.6,23.8,81.2,15.2,9.7,6.4,7.0,6.599999999999994,13.1,24.1
906,Dickinson,Kansas,19209,27.0,29.2,78.4,9.2,9.4,6.4,5.8,2.700000000000003,10.0,28.9
908,Douglas,Kansas,102914,17.0,19.3,79.6,12.4,4.3,6.5,3.6,12.5,11.0,14.9
911,Ellis,Kansas,26767,17.2,21.3,81.2,10.6,7.9,6.5,5.0,3.0999999999999943,9.8,15.4
913,Finney,Kansas,38988,23.1,36.3,84.0,13.2,18.7,5.5,5.5,6.099999999999994,20.1,25.1
914,Ford,Kansas,33751,24.9,27.9,83.0,11.8,17.8,5.7,5.9,5.700000000000003,16.9,23.0
915,Franklin,Kansas,26247,27.2,28.4,82.1,9.9,9.6,6.2,5.5,4.299999999999997,10.7,35.0
916,Geary,Kansas,24585,16.7,17.6,80.8,12.9,8.3,5.7,6.5,27.5,19.6,20.7
925,Harvey,Kansas,33843,24.7,25.0,82.4,8.9,9.7,6.3,7.9,4.5,10.2,27.2
929,Jefferson,Kansas,19106,25.1,26.3,83.5,7.7,7.4,6.4,6.1,3.200000000000003,8.4,21.9
931,Johnson,Kansas,506562,17.4,16.7,79.4,4.8,3.4,6.2,4.8,9.299999999999997,6.9,18.9
935,Labette,Kansas,22169,27.9,34.2,88.9,13.8,11.4,6.3,6.9,9.5,13.1,32.4
937,Leavenworth,Kansas,73113,20.8,21.5,78.8,8.3,8.9,6.2,5.8,13.799999999999997,8.3,24.2
941,Lyon,Kansas,35609,24.4,27.2,79.4,12.9,11.0,6.2,7.0,6.400000000000006,14.5,18.5
