,CHSI_County_Name,CHSI_State_Name,Population_Size,Obesity,No_Exercise,Few_Fruit_Veg,Poverty,No_HS_Diploma,Major_Depression,Diabetes,Non-White,Uninsured,High_Blood_Pres
942,McPherson,Kansas,29523,23.4,24.6,77.8,8.0,9.3,6.4,6.1,2.5999999999999943,6.2,30.2
946,Miami,Kansas,30496,27.3,25.2,76.1,8.0,8.1,6.2,6.9,3.799999999999997,7.6,21.5
948,Montgomery,Kansas,34570,28.0,30.5,80.8,13.8,12.7,6.3,9.1,13.0,13.3,29.3
952,Neosho,Kansas,16529,24.7,32.7,81.9,13.0,11.1,6.3,9.4,3.799999999999997,12.2,28.9
960,Pottawatomie,Kansas,19129,19.5,22.9,73.2,9.1,6.9,6.1,5.0,3.0,9.9,19.3
963,Reno,Kansas,63558,25.2,25.0,79.6,12.5,11.7,6.4,6.4,5.400000000000006,11.7,24.1
966,Riley,Kansas,62826,14.7,14.3,77.9,14.2,3.0,6.5,3.3,13.299999999999997,11.9,15.7
970,Saline,Kansas,53919,21.7,23.0,75.8,10.4,8.6,6.2,4.9,7.700000000000003,11.2,21.5
972,Sedgwick,Kansas,466061,24.5,24.6,79.9,11.8,9.5,6.0,6.8,16.599999999999994,12.8,24.0
973,Seward,Kansas,23274,21.2,30.7,83.3,13.8,21.1,5.6,7.0,8.5,19.0,23.2
974,Shawnee,Kansas,172365,26.0,25.5,80.9,10.9,7.9,6.3,6.7,14.0,10.8,24.0
981,Sumner,Kansas,24797,29.7,26.4,78.1,10.6,9.0,6.2,8.6,3.4000000000000057,11.4,27.3
990,Wyandotte,Kansas,155750,27.4,37.3,83.1,16.1,16.3,6.0,7.7,31.700000000000003,18.3,26.5
991,Adair,Kentucky,17573,27.3,38.8,77.4,20.0,26.8,6.6,8.5,4.200000000000003,20.3,38.5
995,Barren,Kentucky,40073,25.5,34.3,78.5,15.3,20.9,6.6,7.5,5.200000000000003,12.9,29.8
996,Bath,Kentucky,11626,26.8,34.6,87.2,18.5,28.1,6.5,7.0,2.5,16.1,36.7
997,Bell,Kentucky,29665,32.4,41.3,80.3,25.8,29.5,6.6,11.5,3.799999999999997,19.6,23.9
998,Boone,Kentucky,106272,25.0,21.9,81.3,7.1,9.5,6.3,5.2,5.5,7.9,25.1
1000,Boyd,Kentucky,49594,27.2,37.6,79.9,15.3,15.5,6.7,9.6,4.099999999999994,12.9,35.9
1002,Bracken,Kentucky,8670,25.1,39.8,77.6,11.7,20.6,6.6,8.1,1.0999999999999943,11.7,28.2
1003,Breathitt,Kentucky,15957,29.2,36.6,81.6,26.2,28.5,6.6,7.7,1.0999999999999943,20.3,30.6
1004,Breckinridge,Kentucky,19293,21.9,36.9,77.9,15.4,21.2,6.6,7.4,3.799999999999997,14.0,27.2
1008,Calloway,Kentucky,35122,18.1,26.4,78.6,14.8,13.7,6.9,6.5,7.0,11.5,28.4
1009,Campbell,Kentucky,87251,23.9,27.8,85.6,10.3,12.6,6.5,6.9,3.799999999999997,8.3,22.0
1012,Carter,Kentucky,27306,31.0,37.7,87.4,20.4,23.8,6.6,9.0,1.0999999999999943,16.5,30.9
1014,Christian,Kentucky,70145,24.4,31.2,76.0,15.9,12.9,5.8,9.6,26.5,18.5,31.7
1020,Daviess,Kentucky,93060,22.6,30.1,78.5,13.0,12.8,6.4,7.5,6.599999999999994,10.4,28.9
1024,Fayette,Kentucky,268080,20.8,23.8,75.9,13.0,9.3,6.6,5.9,18.299999999999997,12.4,22.3
1025,Fleming,Kentucky,14610,28.3,37.1,83.7,16.8,22.6,6.5,7.2,2.299999999999997,15.2,28.1
1026,Floyd,Kentucky,42218,31.3,45.0,82.6,24.1,26.4,6.7,11.3,2.0999999999999943,18.1,40.2
1027,Franklin,Kentucky,48207,23.4,27.8,76.9,10.9,14.5,6.7,7.5,12.0,10.4,25.9
1032,Graves,Kentucky,37625,25.1,33.1,78.8,15.0,18.1,6.5,8.5,6.299999999999997,14.3,30.5
1033,Grayson,Kentucky,25189,23.4,35.7,77.1,16.1,25.4,6.6,13.2,1.5,14.4,38.4
1035,Greenup,Kentucky,37184,29.5,37.1,82.6,14.6,17.6,6.7,10.9,2.0,12.5,37.7
1037,Hardin,Kentucky,96947,24.6,28.6,78.7,11.3,11.2,6.3,7.8,16.700000000000003,12.7,28.2
1038,Harlan,Kentucky,31614,30.0,45.7,84.7,26.6,27.9,6.6,11.0,4.200000000000003,20.8,31.0
1040,Hart,Kentucky,18319,18.7,36.6,83.9,19.4,28.1,6.5,6.4,6.200000000000003,18.0,26.8
1041,Henderson,Kentucky,45573,22.3,31.3,79.6,13.3,14.8,6.6,5.8,8.700000000000003,11.5,28.4
1044,Hopkins,Kentucky,46705,30.5,32.7,83.4,15.3,19.8,6.6,8.0,7.799999999999997,14.0,29.7
1046,Jefferson,Kentucky,699827,25.5,26.8,81.0,13.3,12.3,6.5,7.6,23.400000000000006,10.8,26.4
1048,Johnson,Kentucky,24001,33.9,42.1,84.5,21.0,24.8,6.6,11.6,1.0,15.9,31.8
1049,Kenton,Kentucky,153665,23.6,24.0,79.9,10.7,11.7,6.3,7.3,6.400000000000006,9.5,27.8
1050,Knott,Kentucky,17561,25.5,45.3,77.8,23.7,27.8,6.7,9.4,1.2999999999999972,17.1,33.9
1051,Knox,Kentucky,32069,26.4,41.2,88.2,26.3,30.0,6.4,7.6,2.200000000000003,20.7,37.3
1053,Laurel,Kentucky,56338,24.7,39.7,82.3,18.7,24.2,6.5,10.9,2.4000000000000057,15.0,33.3
1054,Lawrence,Kentucky,16166,27.3,40.8,85.7,22.6,28.7,6.6,8.1,1.0,15.2,33.8
1057,Letcher,Kentucky,24434,33.6,42.4,81.4,21.8,29.1,6.7,11.9,1.0999999999999943,16.1,38.9
1058,Lewis,Kentucky,13872,26.8,41.0,81.8,23.7,29.0,6.6,7.6,0.7999999999999972,18.6,35.4
1061,Logan,Kentucky,27169,26.3,33.1,78.1,14.9,21.3,6.5,4.7,8.700000000000003,13.2,26.9
1063,McCracken,Kentucky,64698,25.7,33.8,79.2,15.4,13.6,6.6,9.6,13.099999999999994,12.2,34.5
1066,Madison,Kentucky,77749,23.6,28.7,82.0,15.0,15.3,6.6,4.7,6.700000000000003,11.4,25.9
1069,Marshall,Kentucky,30967,22.6,26.4,74.6,10.9,16.5,6.9,6.4,1.2999999999999972,10.6,31.9
1071,Mason,Kentucky,17140,21.1,37.5,79.4,15.9,18.6,6.6,7.6,8.400000000000006,13.7,31.6
1072,Meade,Kentucky,28447,22.3,28.1,77.8,10.9,14.3,6.3,7.5,7.200000000000003,13.2,28.4
1073,Menifee,Kentucky,6809,25.1,39.5,87.2,22.0,28.7,6.6,10.8,1.5999999999999943,18.4,31.4
1076,Monroe,Kentucky,11660,25.4,44.6,87.2,20.2,29.2,6.6,9.6,3.5,18.5,18.4
1077,Montgomery,Kentucky,24256,30.1,38.3,82.9,14.5,20.0,6.5,9.8,4.200000000000003,12.9,30.3
1078,Morgan,Kentucky,14334,26.1,39.0,82.3,24.5,30.3,6.8,11.5,4.799999999999997,15.6,31.9
1079,Muhlenberg,Kentucky,31548,32.9,36.5,81.9,17.3,23.9,6.7,9.3,5.299999999999997,14.5,27.7
1080,Nelson,Kentucky,41088,26.0,30.0,82.6,11.8,13.8,6.4,6.2,6.700000000000003,9.6,27.0
1082,Ohio,Kentucky,23676,26.4,35.7,82.5,16.2,22.5,6.6,8.5,1.7000000000000028,13.7,31.6
1087,Perry,Kentucky,29452,32.6,41.0,79.7,23.3,28.5,6.6,10.7,2.5999999999999943,17.5,34.6
1088,Pike,Kentucky,66922,28.5,42.6,83.9,20.7,26.6,6.7,11.4,1.5,15.1,35.0
1090,Pulaski,Kentucky,59200,24.1,32.3,80.7,17.1,24.0,6.7,8.9,2.700000000000003,14.2,32.0
1092,Rockcastle,Kentucky,16712,31.9,41.6,76.9,19.5,29.1,6.6,11.8,0.7999999999999972,16.1,24.6
1093,Rowan,Kentucky,22226,25.1,29.7,79.5,18.7,16.9,6.6,6.5,3.700000000000003,13.6,25.7
1094,Russell,Kentucky,17020,27.5,42.4,85.2,19.8,27.1,6.7,7.4,1.0999999999999943,16.7,30.5
1099,Taylor,Kentucky,23754,18.8,37.3,80.0,16.6,21.6,6.6,6.8,6.099999999999994,13.7,33.2
1104,Warren,Kentucky,98960,22.6,28.0,75.0,15.2,12.3,6.5,7.7,12.099999999999994,11.5,23.5
1106,Wayne,Kentucky,20352,28.3,36.4,83.1,22.6,28.8,6.6,8.6,2.4000000000000057,18.9,31.4
1107,Webster,Kentucky,14161,31.6,32.1,82.0,13.8,19.7,6.6,6.6,5.0,13.8,19.7
1108,Whitley,Kentucky,38029,30.6,39.8,79.2,23.1,25.1,6.4,11.0,1.7000000000000028,17.9,41.5
1111,Acadia,Louisiana,59552,27.8,38.9,87.9,19.9,22.0,5.1,8.2,19.700000000000003,16.0,27.6
1113,Ascension,Louisiana,90501,20.3,28.6,81.1,11.4,12.6,5.1,8.7,21.400000000000006,12.4,22.7
1115,Avoyelles,Louisiana,42098,24.7,41.1,90.3,23.0,25.9,5.3,6.1,32.2,17.5,31.7
1116,Beauregard,Louisiana,34562,26.2,35.5,79.9,15.3,16.3,5.3,10.1,15.599999999999994,13.9,35.0
1118,Bossier,Louisiana,105541,21.5,28.9,82.7,13.4,10.8,5.2,7.6,24.799999999999997,13.7,28.9
1119,Caddo,Louisiana,251309,27.0,31.5,81.0,19.7,13.7,5.3,7.7,48.7,17.3,32.1
1120,Calcasieu,Louisiana,185419,26.4,32.1,79.4,16.3,14.7,5.2,7.2,26.599999999999994,14.6,27.0
1126,De Soto,Louisiana,26383,31.1,39.4,85.8,19.1,19.1,5.3,8.0,41.7,17.5,32.0
1127,East Baton Rouge,Louisiana,411417,22.8,27.7,82.5,16.4,9.8,5.2,6.1,46.7,14.9,27.2
1130,Evangeline,Louisiana,35540,24.8,41.9,86.7,24.2,27.6,5.1,7.4,29.799999999999997,17.2,34.8
1131,Franklin,Louisiana,20380,32.3,41.6,87.6,24.2,25.0,5.2,8.9,32.099999999999994,22.4,36.8
1133,Iberia,Louisiana,74388,27.6,32.7,85.4,19.7,20.7,5.1,11.2,35.0,17.0,31.8
1136,Jefferson,Louisiana,452824,24.8,30.5,82.2,15.7,13.8,5.4,7.4,31.799999999999997,15.8,28.1
1137,Jefferson Davis,Louisiana,31272,33.1,38.1,86.9,17.6,19.3,5.1,5.6,18.799999999999997,16.0,33.9
1138,Lafayette,Louisiana,197390,21.8,25.6,82.3,15.6,12.7,5.2,7.0,27.599999999999994,14.4,24.4
1139,Lafourche,Louisiana,92179,28.0,38.1,84.8,15.3,21.8,5.3,9.2,17.400000000000006,13.4,32.9
1141,Lincoln,Louisiana,42108,25.2,24.1,83.6,21.1,10.4,5.3,5.8,42.0,14.6,24.9
1142,Livingston,Louisiana,109206,25.1,32.9,82.7,11.9,14.6,5.2,7.7,5.700000000000003,12.0,30.0
1144,Morehouse,Louisiana,29989,34.0,47.7,80.4,23.3,21.6,5.2,7.0,45.2,20.3,30.2
1145,Natchitoches,Louisiana,38541,28.0,34.8,82.7,22.1,15.9,5.2,8.9,42.1,17.3,28.1
1146,Orleans,Louisiana,454863,25.6,32.1,80.0,25.5,16.0,5.2,9.1,71.2,22.7,29.6
1147,Ouachita,Louisiana,148237,25.8,35.7,83.2,19.6,13.3,5.2,6.5,36.5,17.2,24.0
1148,Plaquemines,Louisiana,28995,33.7,34.1,88.7,15.3,19.7,5.2,7.4,29.200000000000003,14.8,29.9
1150,Rapides,Louisiana,128462,24.5,33.2,84.8,19.2,16.4,5.2,7.8,33.7,16.0,30.5
1153,Sabine,Louisiana,23786,25.2,31.9,89.2,17.9,19.3,5.3,11.7,26.599999999999994,16.0,37.0
1154,St. Bernard,Louisiana,65364,29.6,38.6,80.8,14.2,17.9,5.4,7.7,13.599999999999994,15.3,27.0
1155,St. Charles,Louisiana,50633,32.6,28.3,81.7,12.5,12.5,5.2,9.3,28.099999999999994,14.1,26.7
1158,St. John the Baptist,Louisiana,46393,24.6,34.9,78.7,15.7,14.0,5.1,10.0,49.6,17.2,34.2
1159,St. Landry,Louisiana,89937,24.6,38.4,87.4,22.9,23.8,5.1,9.6,43.6,17.1,29.7
1160,St. Martin,Louisiana,50434,32.6,40.6,83.3,20.1,23.5,5.2,8.3,33.099999999999994,16.9,28.1
1161,St. Mary,Louisiana,51416,30.7,34.1,80.1,20.2,21.6,5.1,8.2,36.2,17.7,33.5
1162,St. Tammany,Louisiana,220295,22.7,23.2,81.8,10.5,10.4,5.3,7.0,14.400000000000006,12.2,22.7
1163,Tangipahoa,Louisiana,106502,28.5,33.1,84.3,20.8,17.6,5.2,7.8,30.200000000000003,17.6,24.7
1165,Terrebonne,Louisiana,107491,27.8,36.5,89.0,16.8,20.8,5.2,8.4,25.5,15.1,28.7
1166,Union,Louisiana,22901,32.8,33.2,84.4,17.5,19.1,5.4,8.3,27.799999999999997,16.8,29.1
1167,Vermilion,Louisiana,55195,25.5,35.4,83.5,18.4,22.2,5.2,11.0,17.200000000000003,15.4,27.1
1168,Vernon,Louisiana,48745,23.0,27.3,79.2,15.3,11.4,4.8,5.1,22.900000000000006,18.4,23.9
1169,Washington,Louisiana,44623,29.8,45.8,85.6,23.3,20.6,5.3,16.8,32.400000000000006,17.9,37.8
1170,Webster,Louisiana,41356,27.5,32.9,89.4,17.9,19.5,5.4,6.6,34.400000000000006,15.2,29.2
1175,Androscoggin,Maine,108039,24.6,25.8,75.2,11.5,13.7,7.0,6.7,3.799999999999997,8.3,25.1
1176,Aroostook,Maine,73240,25.4,30.4,74.3,14.3,16.4,7.2,10.0,3.0999999999999943,11.3,24.6
1177,Cumberland,Maine,274950,16.6,17.0,68.6,8.4,6.8,7.1,5.6,4.700000000000003,5.5,20.3
1178,Franklin,Maine,29704,22.0,18.6,68.9,12.6,9.9,7.1,9.3,1.9000000000000057,10.6,24.6
1179,Hancock,Maine,53660,17.7,21.3,68.5,9.9,8.7,7.2,5.8,2.299999999999997,10.4,25.1
1180,Kennebec,Maine,120986,24.7,22.8,76.0,11.3,10.3,7.1,7.1,2.4000000000000057,8.9,23.4
1181,Knox,Maine,41219,21.0,20.7,68.9,10.5,9.0,7.2,6.8,1.5999999999999943,7.8,21.0
1182,Lincoln,Maine,35240,16.8,20.0,67.8,9.8,8.8,7.3,4.3,1.2000000000000028,8.5,27.7
1183,Oxford,Maine,56628,23.0,26.3,71.9,11.8,12.4,7.1,7.4,1.5999999999999943,9.9,24.3
1184,Penobscot,Maine,147068,22.6,23.7,76.9,12.5,9.7,7.1,8.5,3.200000000000003,9.7,23.5
1185,Piscataquis,Maine,17674,24.2,24.0,71.1,13.0,14.2,7.3,7.2,1.5999999999999943,10.6,23.4
1186,Sagadahoc,Maine,36962,19.9,19.4,74.8,8.3,8.3,7.0,5.6,3.0999999999999943,8.8,23.1
1187,Somerset,Maine,51667,23.2,30.7,76.7,14.3,13.4,7.1,9.8,1.9000000000000057,11.7,29.8
1188,Waldo,Maine,38705,25.9,23.7,73.4,12.4,10.7,7.1,7.0,1.7000000000000028,10.3,24.2
1189,Washington,Maine,33448,25.0,32.9,72.5,16.1,14.2,7.1,6.6,6.200000000000003,15.6,32.4
1190,York,Maine,202315,20.7,22.3,71.4,8.3,9.4,7.0,6.9,2.4000000000000057,5.8,24.2
1191,Allegany,Maryland,73639,25.2,28.2,75.2,13.5,13.7,5.6,8.8,7.299999999999997,11.5,32.9
1192,Anne Arundel,Maryland,510878,23.3,20.1,71.5,6.2,9.0,5.3,7.5,19.5,10.8,28.2
1193,Baltimore,Maryland,786113,20.8,23.4,72.0,7.6,10.6,5.4,6.5,29.5,9.5,26.2
1194,Calvert,Maryland,87925,22.4,20.4,70.3,5.3,8.5,5.2,5.7,15.400000000000006,9.4,27.1
1195,Caroline,Maryland,31822,27.3,34.1,78.7,10.6,16.5,5.3,8.8,16.0,14.7,32.6
1196,Carroll,Maryland,168541,19.3,20.6,70.6,5.0,9.6,5.3,5.8,5.299999999999997,6.7,27.4
1197,Cecil,Maryland,97796,25.8,27.0,73.4,7.7,12.4,5.3,6.4,7.200000000000003,10.6,26.0
1198,Charles,Maryland,138822,26.5,22.4,75.2,6.9,9.0,5.1,4.9,39.7,9.7,23.8
1199,Dorchester,Maryland,31401,26.4,31.3,70.5,13.6,18.0,5.5,9.7,29.099999999999994,14.4,29.0
1200,Frederick,Maryland,220701,21.4,20.9,70.9,5.6,8.3,5.2,6.0,12.799999999999997,7.3,21.3
1201,Garrett,Maryland,29909,25.6,28.6,74.3,12.5,14.2,5.4,8.6,1.0,14.3,25.9
1202,Harford,Maryland,239259,22.3,22.2,72.5,6.4,8.7,5.2,7.2,15.200000000000003,8.8,25.6
1203,Howard,Maryland,269457,16.4,15.5,73.5,4.7,4.5,5.2,4.5,29.400000000000006,10.3,19.8
1205,Montgomery,Maryland,927583,15.3,18.0,66.8,6.4,6.5,5.2,5.2,32.099999999999994,11.3,22.4
1206,Prince George's,Maryland,846123,25.5,24.6,72.1,9.4,9.5,5.1,8.3,72.3,14.5,26.2
1207,Queen Anne's,Maryland,45612,21.9,25.1,74.1,6.0,10.8,5.4,6.7,9.700000000000003,8.7,30.1
1208,St. Mary's,Maryland,96518,25.6,21.8,73.0,7.4,9.3,5.2,6.1,18.299999999999997,10.6,25.1
1210,Talbot,Maryland,35683,20.0,22.2,73.5,8.3,11.3,5.6,9.0,15.799999999999997,9.1,30.1
1211,Washington,Maryland,141895,22.4,27.2,73.0,9.8,15.1,5.4,7.4,11.200000000000003,9.1,29.4
1212,Wicomico,Maryland,90402,25.0,25.0,70.2,11.5,12.3,5.3,8.3,26.900000000000006,13.6,28.4
1213,Worcester,Maryland,48750,24.6,23.0,74.7,9.8,13.4,5.7,10.2,16.599999999999994,12.4,40.4
1214,Baltimore City,Maryland,635815,28.0,28.6,72.9,19.6,20.1,5.2,9.6,68.3,17.4,29.5
1215,Barnstable,Massachusetts,226514,15.0,16.0,65.6,7.3,6.1,6.4,6.7,4.400000000000006,8.0,30.5
1216,Berkshire,Massachusetts,131868,19.8,21.4,68.8,10.2,10.5,6.2,6.8,4.799999999999997,8.8,23.3
1217,Bristol,Massachusetts,546331,23.2,26.6,76.4,10.4,18.3,6.0,7.0,6.900000000000006,8.9,27.7
1219,Essex,Massachusetts,738301,18.7,23.9,70.2,9.7,10.4,5.9,6.1,10.599999999999994,10.1,23.8
1220,Franklin,Massachusetts,72334,22.8,19.8,69.9,8.8,8.5,6.2,5.4,4.099999999999994,8.5,29.4
1221,Hampden,Massachusetts,461591,21.7,27.2,72.9,14.4,13.7,5.9,8.1,13.299999999999997,12.9,25.9
1222,Hampshire,Massachusetts,153339,14.1,17.6,65.0,9.3,6.6,6.2,4.7,7.599999999999994,8.2,19.2
1223,Middlesex,Massachusetts,1459011,15.5,18.7,69.3,7.6,7.9,6.0,5.2,13.900000000000006,7.7,21.7
1225,Norfolk,Massachusetts,653595,15.4,18.6,70.1,5.5,6.0,6.0,5.0,13.299999999999997,6.2,23.8
1226,Plymouth,Massachusetts,492409,20.1,21.6,73.0,7.8,8.3,5.8,7.1,10.700000000000003,7.8,25.8
1227,Suffolk,Massachusetts,654428,17.8,26.4,72.8,15.9,14.5,6.1,5.6,34.900000000000006,14.0,20.6
1228,Worcester,Massachusetts,783262,21.9,23.8,71.5,9.4,11.0,5.9,6.3,8.799999999999997,9.7,24.4
1231,Allegan,Michigan,113174,22.5,19.9,82.5,8.4,11.5,5.5,6.7,3.5999999999999943,9.4,23.5
1236,Barry,Michigan,59892,23.4,20.1,81.4,7.3,8.8,5.6,9.0,2.200000000000003,7.4,30.1
1237,Bay,Michigan,109029,27.1,23.3,80.9,10.6,12.0,5.7,9.2,3.5999999999999943,11.3,32.6
1239,Berrien,Michigan,162611,24.6,24.0,76.7,12.3,11.9,5.6,6.0,18.599999999999994,13.1,36.0
1241,Calhoun,Michigan,139191,27.8,25.6,76.7,11.6,11.0,5.5,10.0,14.700000000000003,12.1,32.5
1247,Clinton,Michigan,69329,25.8,21.7,78.5,5.6,7.1,5.6,7.8,3.5,7.6,26.5
1251,Eaton,Michigan,107394,25.3,18.8,77.6,7.8,6.9,5.7,5.7,9.700000000000003,10.2,28.5
1253,Genesee,Michigan,443883,26.6,25.0,78.8,13.3,10.9,5.5,8.7,23.400000000000006,12.9,27.8
1256,Grand Traverse,Michigan,83971,21.7,17.1,79.5,7.8,7.3,5.7,4.5,3.4000000000000057,8.5,20.9
1257,Gratiot,Michigan,42345,28.8,20.7,81.5,11.3,10.9,5.8,9.6,5.799999999999997,10.9,23.9
1261,Ingham,Michigan,278592,23.7,21.3,77.0,12.7,7.0,5.6,6.9,18.5,12.0,24.0
1262,Ionia,Michigan,64608,23.8,24.6,82.0,9.4,10.4,5.6,9.0,7.200000000000003,8.7,22.8
1266,Jackson,Michigan,163629,26.5,20.0,76.7,10.9,10.5,5.6,9.3,10.599999999999994,10.2,30.1
1267,Kalamazoo,Michigan,240536,20.8,18.7,74.3,12.0,6.9,5.6,6.0,14.700000000000003,10.2,23.6
1269,Kent,Michigan,596666,21.5,19.1,78.6,10.0,9.6,5.4,6.6,14.099999999999994,10.1,23.9
1272,Lapeer,Michigan,93361,24.6,25.1,77.7,7.4,10.2,5.6,7.2,2.700000000000003,9.7,18.3
1274,Lenawee,Michigan,102033,26.1,25.7,78.8,8.0,11.0,5.6,9.0,4.200000000000003,10.5,30.0
1275,Livingston,Michigan,181517,21.3,16.9,77.8,4.4,5.7,5.6,6.0,2.799999999999997,6.5,15.8
1278,Macomb,Michigan,829453,23.3,23.3,79.9,7.4,11.7,5.7,7.1,10.400000000000006,8.1,26.4
1280,Marquette,Michigan,64760,22.0,21.0,69.7,10.5,7.6,5.9,7.4,4.700000000000003,8.6,25.1
1284,Midland,Michigan,84064,23.1,17.0,73.7,9.0,7.2,5.6,8.7,4.200000000000003,9.2,22.3
1286,Monroe,Michigan,153935,26.0,21.8,84.0,7.3,11.2,5.6,7.1,4.299999999999997,9.1,30.7
1287,Montcalm,Michigan,63893,32.9,26.3,86.6,10.5,12.4,5.6,9.5,4.299999999999997,11.7,29.7
1289,Muskegon,Michigan,175554,24.9,25.4,79.3,13.4,10.9,5.5,8.7,17.0,11.4,24.6
1291,Oakland,Michigan,1214361,21.3,18.5,75.4,6.7,7.2,5.6,7.0,18.799999999999997,8.6,26.5
1298,Ottawa,Michigan,255406,19.5,16.5,78.0,6.6,8.2,5.4,5.6,5.200000000000003,8.1,26.7
1301,Saginaw,Michigan,208356,31.8,25.7,81.3,13.4,12.0,5.5,9.5,22.200000000000003,14.4,30.2
1302,St. Clair,Michigan,171426,25.2,20.9,79.4,8.7,11.5,5.6,7.3,4.400000000000006,9.2,30.8
1303,St. Joseph,Michigan,62984,35.9,26.6,77.8,11.5,13.8,5.5,12.5,4.799999999999997,12.9,26.7
1306,Shiawassee,Michigan,72945,25.8,26.5,83.8,9.1,10.4,5.6,7.4,2.0,10.1,26.3
1308,Van Buren,Michigan,78812,23.8,25.7,79.5,12.2,13.7,5.5,6.4,7.700000000000003,13.7,26.5
1309,Washtenaw,Michigan,341847,20.3,16.4,69.7,9.6,5.3,5.7,5.4,22.700000000000003,8.2,19.6
1310,Wayne,Michigan,1998217,29.2,27.9,78.4,16.5,14.7,5.4,9.8,46.3,14.6,30.3
1313,Anoka,Minnesota,323996,24.6,17.0,79.5,5.3,5.8,5.3,5.7,9.299999999999997,7.2,20.2
1315,Beltrami,Minnesota,42871,23.1,22.8,78.8,15.2,9.8,5.3,5.7,22.799999999999997,14.8,22.5
1316,Benton,Minnesota,38505,30.3,17.0,86.8,7.3,9.7,5.5,2.4,4.599999999999994,7.5,22.2
1318,Blue Earth,Minnesota,58030,23.2,15.4,78.5,10.3,7.3,5.6,5.5,5.5,7.6,24.2
1321,Carver,Minnesota,84864,22.0,12.6,77.7,4.0,5.4,5.2,2.3,4.5,5.1,16.2
1322,Cass,Minnesota,28910,26.8,18.8,75.2,11.7,11.2,5.7,7.6,12.400000000000006,14.2,34.2
1324,Chisago,Minnesota,49400,24.6,17.3,85.3,5.5,7.3,5.3,5.2,3.9000000000000057,6.5,22.6
1325,Clay,Minnesota,53838,22.5,20.5,81.6,9.9,7.8,5.5,3.9,4.599999999999994,9.2,21.2
1329,Crow Wing,Minnesota,59917,23.4,22.7,79.8,9.1,9.4,5.6,7.2,2.299999999999997,9.0,34.6
1330,Dakota,Minnesota,383592,21.0,14.5,77.1,4.9,4.4,5.3,5.0,10.099999999999994,7.2,19.6
1332,Douglas,Minnesota,35138,20.9,17.2,76.8,7.7,10.0,5.7,7.3,1.5,7.6,22.2
1335,Freeborn,Minnesota,31946,24.1,21.3,81.7,8.7,13.2,5.7,6.9,2.0,10.2,29.6
1336,Goodhue,Minnesota,45585,20.6,14.2,73.4,6.1,9.0,5.5,3.4,3.200000000000003,6.8,25.8
1338,Hennepin,Minnesota,1119364,18.2,14.8,73.4,9.1,6.3,5.5,4.3,19.0,8.7,20.1
1341,Isanti,Minnesota,37664,23.4,20.6,83.2,6.1,8.8,5.5,5.1,2.4000000000000057,6.5,15.3
1342,Itasca,Minnesota,44384,21.4,11.9,76.6,9.9,10.0,5.7,8.3,5.200000000000003,11.5,21.7
1345,Kandiyohi,Minnesota,41199,25.2,17.5,80.3,9.5,11.0,5.5,6.6,1.9000000000000057,11.4,27.9
1354,McLeod,Minnesota,36636,25.4,16.4,77.3,6.1,10.2,5.4,6.3,1.9000000000000057,8.6,25.9
1360,Morrison,Minnesota,32788,24.2,20.1,72.0,9.4,13.4,5.5,7.0,1.4000000000000057,11.6,22.7
1361,Mower,Minnesota,38799,25.8,14.7,72.7,9.2,11.9,5.5,5.9,3.9000000000000057,9.2,31.3
1363,Nicollet,Minnesota,30848,23.5,12.9,72.2,7.5,6.1,5.5,3.3,3.5,7.1,23.0
1366,Olmsted,Minnesota,135189,21.9,14.1,70.0,6.8,5.9,5.4,3.5,10.099999999999994,6.9,21.4
1367,Otter Tail,Minnesota,57658,23.5,23.9,85.9,9.6,12.9,5.6,5.5,1.9000000000000057,11.3,31.4
1373,Ramsey,Minnesota,494920,21.3,17.6,73.6,10.7,8.0,5.4,4.7,21.700000000000003,11.0,21.2
1377,Rice,Minnesota,60949,24.6,15.4,75.7,7.2,9.0,5.5,5.2,4.799999999999997,8.3,27.4
1380,St. Louis,Minnesota,197179,18.5,16.9,76.4,10.5,8.6,5.7,6.0,5.200000000000003,8.8,24.2
1381,Scott,Minnesota,119825,21.0,13.9,77.5,3.8,5.6,5.2,3.5,9.0,6.5,17.0
1382,Sherburne,Minnesota,81752,24.1,20.4,76.0,4.6,6.2,5.3,6.2,3.5999999999999943,6.4,19.6
1384,Stearns,Minnesota,142654,18.9,16.1,77.1,8.0,8.4,5.5,3.9,4.700000000000003,7.4,18.9
1385,Steele,Minnesota,35755,16.3,21.7,74.4,6.8,8.7,5.4,4.8,3.700000000000003,7.5,20.5
1393,Washington,Minnesota,220426,20.2,15.1,73.9,4.7,3.9,5.3,4.6,9.299999999999997,7.1,22.2
1396,Winona,Minnesota,49276,21.5,21.4,72.8,9.7,9.6,5.6,4.6,4.299999999999997,9.0,25.9
1397,Wright,Minnesota,110730,24.5,16.9,79.9,4.9,7.4,5.2,2.9,3.0999999999999943,6.2,25.6
1399,Adams,Mississippi,32099,28.2,30.1,80.5,22.3,17.7,5.8,12.2,56.5,20.5,47.1
1400,Alcorn,Mississippi,35306,24.1,33.3,74.4,16.2,22.1,6.0,8.9,12.299999999999997,13.1,30.8
1404,Bolivar,Mississippi,38641,34.0,31.3,82.8,27.3,19.9,5.6,10.4,66.5,23.6,35.6
