,CHSI_County_Name,CHSI_State_Name,Population_Size,Obesity,No_Exercise,Few_Fruit_Veg,Poverty,No_HS_Diploma,Major_Depression,Diabetes,Non-White,Uninsured,High_Blood_Pres
0,Autauga,Alabama,48612,24.5,27.8,78.6,10.4,13.762034065662798,5.513042047231136,14.2,19.299999999999997,11.704928824158642,29.1
1,Baldwin,Alabama,162586,23.6,27.2,76.2,10.2,12.45740715682777,5.753262888563591,7.2,11.599999999999994,12.176940203953599,30.5
7,Calhoun,Alabama,112141,27.0,29.2,81.9,16.4,17.429842787205395,5.707100881925433,11.2,21.700000000000003,14.674383142650772,33.2
10,Chilton,Alabama,41744,31.2,30.3,82.8,14.9,22.719432732847835,5.641529321579149,6.0,11.700000000000003,14.684745113070141,26.5
21,Cullman,Alabama,79886,22.2,29.4,76.2,13.3,20.37278121322885,5.72315549658263,10.0,2.700000000000003,14.911248529154046,35.0
24,DeKalb,Alabama,67271,24.3,37.0,80.7,15.1,24.564819907538165,5.633928438703156,7.8,4.0,18.2247922581796,35.3
25,Elmore,Alabama,73937,24.8,27.7,85.0,12.5,14.849128311941248,5.639936702868659,5.5,22.700000000000003,11.25282334960845,23.0
27,Etowah,Alabama,103189,27.1,34.1,81.4,15.7,17.77418135653994,5.714756417835234,10.2,16.200000000000003,15.679965887836882,38.2
34,Houston,Alabama,94249,29.5,32.9,77.7,15.3,15.745525151460493,5.5809610712049995,8.8,27.799999999999997,15.103608526350412,34.0
35,Jackson,Alabama,53650,29.4,34.0,82.3,14.5,23.028890959925445,5.733457595526561,6.1,7.400000000000006,13.595526561043803,29.2
36,Jefferson,Alabama,657229,27.1,29.0,79.1,14.4,12.740916788516635,5.628936032950463,9.7,43.2,13.302517083086718,31.9
38,Lauderdale,Alabama,87691,23.8,25.8,77.1,15.6,16.128222964728423,5.8010514191878295,6.7,11.099999999999994,13.02756269172435,34.7
40,Lee,Alabama,123254,21.7,25.9,74.9,15.1,10.538400376458371,5.676894867509371,7.8,25.900000000000006,14.064452269297547,24.5
44,Madison,Alabama,298192,23.1,22.9,75.6,10.9,9.621317808660192,5.615844824810861,6.5,28.299999999999997,11.986572409722594,24.9
47,Marshall,Alabama,85634,27.5,34.8,82.1,15.2,20.551416493448862,5.580727281220076,7.2,3.4000000000000057,17.041128523717212,36.8
48,Mobile,Alabama,401427,26.6,30.8,76.2,18.5,14.898599247185665,5.460768707635511,6.6,37.8,16.363373664452066,27.2
50,Montgomery,Alabama,221619,23.9,28.2,75.6,18.0,12.39785397461409,5.491857647584368,8.5,54.9,14.556062431470226,27.8
51,Morgan,Alabama,113740,22.5,23.4,74.5,13.2,16.016353085985582,5.651485844909442,6.7,14.299999999999997,14.152452962897838,32.7
57,St. Clair,Alabama,72330,27.6,28.2,79.7,13.1,19.517489285220517,5.700262684916355,13.0,9.700000000000003,11.798700400940136,39.0
58,Shelby,Alabama,171465,20.8,18.9,78.3,6.9,8.65832677222757,5.549237453707754,4.8,11.799999999999997,7.726941358294696,26.7
60,Talladega,Alabama,80457,32.7,34.1,79.1,16.8,20.412145618156284,5.651466000472302,10.9,32.5,15.384615384615385,42.2
62,Tuscaloosa,Alabama,168908,25.3,27.1,79.0,16.5,13.196533023894663,5.658109740213607,7.9,32.3,13.801004096904823,29.7
63,Walker,Alabama,70117,30.5,34.9,79.3,14.8,22.80331446011666,5.736126759559023,11.5,7.5,15.428498081777601,35.0
94,Apache,Arizona,69343,24.6,22.6,64.6,27.5,19.205976089872085,4.822404568593801,7.5,77.8,24.830191944392368,18.4
95,Cochise,Arizona,126106,23.8,22.8,72.7,16.3,13.192869490745881,5.501720774586459,9.1,9.900000000000006,18.98720124339841,26.0
96,Coconino,Arizona,123866,16.5,14.8,71.0,15.6,9.335895241632086,5.366282918637883,4.2,33.900000000000006,18.30849466358807,17.2
97,Gila,Arizona,51663,24.5,32.7,74.2,17.1,14.672008981282541,5.6113659679074,8.8,16.5,20.05497164314887,34.5
98,Graham,Arizona,33073,23.8,25.8,79.4,20.5,14.425664439270705,5.29737247906147,10.9,19.599999999999994,19.178786321168324,24.9
101,Maricopa,Arizona,3635528,19.9,23.3,74.7,12.8,11.042577584328878,5.367198382188227,6.3,11.0,14.788690941178285,21.4
102,Mohave,Arizona,187200,25.0,27.9,77.6,14.9,15.731303418803419,5.7451923076923075,7.5,5.799999999999997,17.049145299145298,30.6
103,Navajo,Arizona,108432,25.1,23.7,75.4,21.4,16.185258964143426,5.022502582263538,8.8,51.5,20.479194333776007,27.1
104,Pima,Arizona,924786,19.7,20.9,70.7,14.3,10.753190467848778,5.566152601791117,6.6,11.299999999999997,16.192502914187713,23.8
105,Pinal,Arizona,229549,26.7,26.9,73.8,14.6,17.750458507769583,5.558290386801946,10.6,13.099999999999994,14.567260149249181,28.3
106,Santa Cruz,Arizona,42009,20.0,36.9,66.8,19.2,22.58563641124521,5.048918088980932,7.0,2.299999999999997,27.479825751624652,20.4
107,Yavapai,Arizona,198701,16.0,23.4,69.3,12.0,10.910362806427749,5.911394507325076,5.7,4.400000000000006,14.537420546449187,28.5
108,Yuma,Arizona,181277,25.7,26.7,73.5,18.0,20.713604042432298,5.224601024950766,9.2,7.0,25.009240002868538,26.8
110,Ashley,Arkansas,23178,30.2,35.0,88.8,17.8,18.267322460954354,6.333592199499526,7.7,28.700000000000003,16.32151177841056,28.9
111,Baxter,Arkansas,40330,22.7,24.9,71.9,13.7,16.796429456979915,6.9055293825936035,10.2,2.0,12.871311678651129,33.8
112,Benton,Arkansas,186938,21.5,22.3,77.4,10.0,12.630925761482418,6.221848955268592,5.8,6.200000000000003,12.14734296932673,25.4
113,Boone,Arkansas,35793,23.7,31.4,77.9,15.3,16.095325901712627,6.520828094878888,6.7,2.299999999999997,14.061408655323667,30.4
118,Clark,Arkansas,22916,20.8,30.0,75.0,17.2,14.76697503927387,6.50200733112236,6.3,24.700000000000003,15.600453831384186,27.3
120,Cleburne,Arkansas,25391,25.1,29.4,72.7,14.4,18.207238785396402,6.770115395218779,8.6,1.7999999999999972,14.662675751250443,34.5
123,Conway,Arkansas,20739,26.5,29.9,87.2,16.5,17.980616230290757,6.403394570615747,4.9,14.5,14.875355610203,32.7
124,Craighead,Arkansas,86735,29.1,29.9,77.7,15.9,14.484348878768664,6.349224649795354,6.2,11.700000000000003,13.375223381564535,27.3
125,Crawford,Arkansas,57630,21.1,27.5,82.6,14.2,18.538955405170917,6.239805656775984,5.8,6.599999999999994,15.635953496442825,27.5
126,Crittenden,Arkansas,51882,30.0,29.1,83.0,22.5,18.67507035195251,5.9037816583786284,11.5,50.8,19.434485948884006,33.6
131,Faulkner,Arkansas,97147,23.6,24.4,78.6,12.8,10.151625886543075,6.282232081278886,4.8,11.700000000000003,11.00085437532811,22.9
132,Franklin,Arkansas,18218,27.4,28.7,85.3,16.4,19.447798880228344,6.449665166319026,4.7,3.299999999999997,15.25963332967395,17.5
134,Garland,Arkansas,93551,22.3,25.0,76.0,16.0,15.390535643659609,6.6519866169255275,8.0,10.700000000000003,15.13399108507659,33.3
136,Greene,Arkansas,39401,29.5,31.7,82.5,15.4,18.661962894342786,6.375472703738485,9.9,2.200000000000003,11.766198827440927,34.8
138,Hot Spring,Arkansas,31264,28.1,32.2,79.4,15.0,18.219037871033777,6.467502558853634,9.3,12.099999999999994,13.840199590583419,35.5
140,Independence,Arkansas,34737,26.9,30.8,78.8,14.9,16.414773872239973,6.462849411290554,7.2,4.5,13.904482252353398,31.6
143,Jefferson,Arkansas,81700,27.4,29.1,81.8,20.9,16.17380660954712,6.2631578947368425,9.8,53.8,16.505507955936352,34.0
151,Lonoke,Arkansas,60658,23.2,27.8,81.5,10.8,14.392165913811864,6.271225559695341,6.3,8.5,11.784101025421213,21.1
153,Marion,Arkansas,16735,23.1,30.3,76.4,17.1,17.56797131759785,6.824021511801613,8.3,2.299999999999997,17.364804302360323,26.1
154,Miller,Arkansas,43162,31.0,34.0,80.5,17.8,17.01265001621797,6.329641814559103,9.7,25.5,16.310643621704276,27.5
155,Mississippi,Arkansas,47911,29.3,42.5,81.6,22.3,21.867629563148338,5.988186429003778,7.0,36.1,21.183026862307194,33.0
160,Ouachita,Arkansas,27102,27.6,33.4,80.7,18.6,17.82894251346764,6.416500627259982,6.6,41.4,15.888126337539665,37.0
165,Polk,Arkansas,20176,24.8,30.2,74.5,19.1,18.457573354480573,6.408604282315622,7.9,3.5,21.773394131641556,32.4
166,Pope,Arkansas,56580,28.4,23.2,81.2,16.5,14.31247790738777,6.341463414634147,6.5,5.599999999999994,14.48921880523153,29.8
168,Pulaski,Arkansas,366463,22.3,23.6,76.1,15.1,10.277163042380813,6.2920403969841425,6.7,37.5,14.243457047505478,28.9
171,Saline,Arkansas,91188,24.2,23.7,77.9,9.4,11.99280607097425,6.4767293942185375,7.5,5.200000000000003,8.74018511207615,24.1
174,Sebastian,Arkansas,118750,26.4,28.0,75.8,15.4,15.35915789473684,6.249263157894737,7.1,14.200000000000003,15.63957894736842,32.1
175,Sevier,Arkansas,16456,25.1,42.4,79.1,17.8,21.967671366067087,6.009965969859018,8.2,7.599999999999994,22.37481769567331,19.3
178,Union,Arkansas,44186,27.0,30.0,80.3,17.7,17.12080749558684,6.375322500339474,9.1,34.7,14.7490155252795,28.4
180,Washington,Arkansas,180357,18.6,21.9,77.6,13.8,12.442544508946145,6.214341555914104,5.5,8.799999999999997,14.644288827159466,24.6
181,White,Arkansas,71332,24.1,30.2,80.5,15.5,17.290977401446757,6.391240957774912,8.7,6.200000000000003,14.482980990298886,25.4
183,Yell,Arkansas,21391,25.5,31.6,81.0,15.6,23.617409190781167,6.297040811556262,8.9,4.599999999999994,20.51797484923566,21.0
184,Alameda,California,1448905,18.4,20.7,69.3,10.7,11.66329055390105,5.166039181312784,5.3,43.1,13.905880647799545,21.4
187,Butte,California,214185,23.7,25.8,78.8,15.8,11.12776338212293,5.31269696757476,4.3,10.799999999999997,17.320073768004296,26.7
190,Contra Costa,California,1017787,21.6,21.0,72.8,7.5,8.5877496961545,5.120717792622622,5.4,27.299999999999997,11.699893985676766,23.7
192,El Dorado,California,176841,24.0,14.2,67.8,7.5,7.396474799396067,5.327949966353956,4.8,7.5,12.170254635520044,20.4
193,Fresno,California,877584,27.7,25.8,74.3,20.6,18.781449980856532,4.770711407682912,7.4,18.599999999999994,23.072891028095317,25.1
198,Kern,California,756825,26.5,30.4,76.3,18.2,18.367522214514583,4.789746638919169,9.0,14.200000000000003,20.129620453869784,27.5
202,Los Angeles,California,9935475,21.3,27.3,71.6,17.7,18.844755786713772,4.991256079855266,6.7,25.900000000000006,21.819701624733593,24.2
204,Marin,California,246960,9.9,8.3,66.0,7.3,6.432215743440234,5.497246517654681,2.8,11.299999999999997,9.524214447683836,23.0
210,Monterey,California,412104,24.4,30.4,72.2,13.7,19.151961640750876,4.917933337215849,4.7,14.5,19.44970201696659,20.7
213,Orange,California,2988072,17.7,18.5,74.3,10.6,13.123144288357175,5.041545183650193,4.2,21.099999999999994,17.045238535082152,20.0
214,Placer,California,317028,17.3,11.3,68.6,5.9,6.454634921836557,5.310887366415585,5.7,9.799999999999997,9.792195011166207,21.1
216,Riverside,California,1946419,23.4,28.0,72.2,12.3,15.29958349152983,4.939583923091585,6.8,15.5,16.487097587929423,24.9
217,Sacramento,California,1363482,20.8,18.4,73.3,13.7,10.569483132157227,5.020014932357009,6.4,30.0,14.53997925898545,25.3
219,San Bernardino,California,1963535,25.7,28.6,77.2,16.0,15.054124321695308,4.784126588016002,7.8,19.400000000000006,17.919364819063578,26.4
220,San Diego,California,2933462,20.3,22.5,73.2,11.6,10.959439733666228,5.086515523296365,5.6,20.200000000000003,16.6651553693213,24.7
221,San Francisco,California,739426,10.5,21.8,69.3,12.0,14.669892592362183,5.8553526654459,3.7,43.4,13.83546156072413,20.8
222,San Joaquin,California,664116,25.0,27.6,67.5,14.7,17.21611887079968,4.855928783525769,6.4,27.0,16.54695866384788,28.8
223,San Luis Obispo,California,255478,19.1,14.2,75.9,11.1,9.416074965359053,5.437258785492293,5.5,8.700000000000003,14.481481771424546,24.9
224,San Mateo,California,699610,14.4,18.8,71.0,6.8,10.152227669701691,5.272080158945698,4.2,31.5,12.025842969654523,21.6
225,Santa Barbara,California,400762,17.4,20.4,71.5,13.1,12.84852356261322,5.127731671166428,5.7,10.900000000000006,17.925102679395753,28.5
226,Santa Clara,California,1699052,17.4,18.4,71.4,8.8,11.030268643926142,5.152108352186984,5.9,36.8,11.589874824313794,22.6
227,Santa Cruz,California,249666,17.9,16.8,64.9,11.3,10.877732650821498,5.251816426746133,6.9,9.099999999999994,16.613796031498083,17.7
228,Shasta,California,179904,23.2,12.5,73.1,13.4,11.185409996442546,5.2789265385983635,5.6,9.099999999999994,15.210890252579153,27.6
231,Solano,California,411593,20.9,18.6,72.0,8.4,10.180445245667444,4.999113201633653,6.4,36.0,13.32457063166769,21.9
232,Sonoma,California,466477,20.7,18.2,72.5,8.8,10.065019282837095,5.254707091667971,6.3,9.799999999999997,13.706141996282776,17.1
233,Stanislaus,California,505505,25.4,28.2,74.6,14.2,17.72207990029772,4.85039712762485,10.0,12.900000000000006,17.686471943897686,24.6
237,Tulare,California,410874,24.9,34.9,73.3,21.5,21.57936496346812,4.650087374718283,9.7,9.099999999999994,24.397260474013933,22.4
239,Ventura,California,796106,19.5,21.5,72.9,9.8,12.56227185827013,5.000715985057266,7.0,12.099999999999994,16.369930637377433,27.7
242,Adams,Colorado,399426,22.2,25.0,78.1,10.5,13.039711986700917,6.717139094600752,6.6,10.200000000000003,15.090655090054227,22.0
243,Alamosa,Colorado,15282,18.2,19.3,83.9,18.4,9.841643763905248,6.779217379924093,5.5,7.5,21.338829996073812,19.0
244,Arapahoe,Colorado,529090,17.2,17.6,77.1,7.9,6.021659831030638,6.969324689561322,5.1,17.599999999999994,11.849401803095882,19.9
248,Boulder,Colorado,280440,10.9,10.3,69.3,9.5,4.65982028241335,7.255740978462416,3.8,7.099999999999994,13.995150477820568,16.8
257,Delta,Colorado,29947,17.8,24.5,75.8,13.2,13.781013123184294,7.359668748121681,7.4,2.9000000000000057,17.51093598691021,26.9
258,Denver,Colorado,557917,16.2,22.8,76.1,15.1,14.19171668904156,7.127404255471692,5.2,17.099999999999994,18.13746489173121,20.8
260,Douglas,Colorado,249416,11.4,11.4,77.7,2.2,1.879189787343234,6.72049908586458,4.0,7.200000000000003,11.164881162395355,15.6
261,Eagle,Colorado,47530,13.8,15.0,71.9,6.4,9.078476751525352,7.193351567431096,0.5,2.700000000000003,16.38754470860509,15.5
263,El Paso,Colorado,565582,18.0,17.1,78.1,10.4,5.431749949609429,6.868853676389984,4.0,14.200000000000003,12.675615560608364,18.9
264,Fremont,Colorado,47766,15.1,20.9,79.3,14.0,14.014152325922206,7.633044424904743,4.8,8.700000000000003,14.0120587865846,23.5
265,Garfield,Colorado,49810,11.6,8.7,70.2,8.5,9.335474804256174,6.880144549287291,5.5,3.0999999999999943,13.627785585223851,20.4
272,Jefferson,Colorado,526801,14.2,13.9,74.9,6.8,5.491447434610032,7.152416187516729,4.1,6.200000000000003,11.636841995364474,20.8
276,La Plata,Colorado,47452,8.7,12.1,67.8,10.6,5.626738599005311,7.426451993593526,1.4,8.599999999999994,13.765489336592768,16.5
277,Larimer,Colorado,271927,12.8,13.6,75.8,9.3,4.885870104844315,7.223997617007506,3.5,5.099999999999994,12.388619004365143,18.4
280,Logan,Colorado,20719,25.3,25.7,81.0,12.8,11.424296539408273,7.099763502099522,6.2,4.0,15.502678700709493,22.6
281,Mesa,Colorado,129872,18.3,17.9,76.8,11.1,9.930547000123198,7.224035973881976,3.9,3.700000000000003,14.436522114081557,24.1
285,Montrose,Colorado,37482,18.0,28.6,76.8,12.3,12.816818739661704,7.1394269249239635,4.2,3.700000000000003,17.280294541379863,21.3
286,Morgan,Colorado,27995,25.6,34.4,77.4,12.8,17.47097696017146,6.690480442936239,4.2,2.700000000000003,19.310591176995892,21.9
293,Pueblo,Colorado,151322,22.6,22.7,78.8,15.2,12.137032288761713,7.073657498579189,9.0,6.299999999999997,17.243361837670662,28.8
304,Weld,Colorado,228943,22.0,24.5,78.4,10.3,12.29956801474603,6.834015453628196,4.8,4.200000000000003,14.40751628134514,20.3
306,Fairfield,Connecticut,902775,16.3,20.6,70.3,7.3,10.430838248733073,6.8607349561075575,5.1,16.299999999999997,9.70086677189776,24.0
307,Hartford,Connecticut,877393,19.2,21.1,70.6,9.2,11.897861049723442,7.017835793082461,6.3,18.400000000000006,10.872892762992183,25.2
308,Litchfield,Connecticut,190071,17.7,19.4,69.2,5.5,9.86263028026369,7.163638850745248,5.8,4.0,7.68081401160619,23.7
309,Middlesex,Connecticut,163214,18.8,18.0,73.5,5.1,7.808153712304092,7.152572695969709,5.2,8.200000000000003,6.966314164226108,25.2
310,New Haven,Connecticut,846766,21.0,25.4,70.5,9.4,11.375988171466497,7.013507864037999,7.3,17.599999999999994,10.931001008543092,25.4
311,New London,Connecticut,266618,19.3,20.3,72.0,6.6,9.439722749401765,7.03665919030223,6.6,12.400000000000006,8.897748839163148,25.3
312,Tolland,Connecticut,147634,18.7,17.8,73.3,5.3,6.8832382784453445,7.128439248411612,4.2,7.400000000000006,7.545009957055964,20.2
313,Windham,Connecticut,115826,23.5,24.9,71.2,8.1,13.489199316215702,7.05972752231796,7.4,5.299999999999997,9.949406868924076,29.8
314,Kent,Delaware,143968,25.2,26.9,80.4,10.6,13.266142476105802,5.672788397421649,8.5,26.299999999999997,12.03948099577684,28.6
315,New Castle,Delaware,523008,20.5,23.0,78.2,8.2,9.57251131913852,5.75784691629956,6.6,27.700000000000003,9.847459312285855,25.8
316,Sussex,Delaware,176548,24.5,27.9,78.9,10.0,16.84187869587874,6.014228425130843,8.9,16.5,12.24766069284274,32.5
318,Alachua,Florida,223852,17.5,23.3,73.7,16.1,6.8424673444954704,5.458517234601433,7.1,26.299999999999997,15.01751157014456,23.1
320,Bay,Florida,161558,20.5,23.7,76.6,12.8,12.915485460330038,5.352876366382351,6.9,15.599999999999994,13.195261144604414,22.4
322,Brevard,Florida,531250,20.3,23.7,76.4,10.1,9.680941176470588,5.536,8.8,13.099999999999994,11.105129411764706,31.5
323,Broward,Florida,1777638,18.8,25.8,70.3,12.5,12.127216002358185,5.286903182762745,7.1,29.599999999999994,14.88267014994054,24.8
325,Charlotte,Florida,157536,23.1,22.9,73.2,9.3,14.05837395896811,5.915473288645135,9.1,7.299999999999997,10.077696526508227,37.6
326,Citrus,Florida,134370,17.6,28.7,71.9,12.4,16.610850636302747,5.839100989804272,11.6,5.099999999999994,12.543722557118405,38.9
327,Clay,Florida,171095,20.6,21.4,75.6,7.4,8.857067710920834,5.2362722464128115,7.9,13.400000000000006,10.51111955346445,21.8
328,Collier,Florida,307242,19.8,21.3,73.4,9.6,13.081219364540003,5.538630786155538,8.4,8.0,11.711940424811711,29.0
332,Duval,Florida,826436,24.4,24.2,77.6,12.8,11.072363740204928,5.1202996965282255,6.5,35.3,13.135318403360937,29.4
333,Escambia,Florida,296772,27.0,27.9,72.7,15.7,11.550281023816263,5.276778132707937,8.4,28.599999999999994,14.640869084684539,33.3
334,Flagler,Florida,76410,14.1,21.8,65.6,8.2,10.488156000523492,5.7741133359507915,9.7,12.0,8.71351917288313,34.3
343,Hernando,Florida,158409,21.5,29.9,71.5,12.1,15.803395009121957,5.682757924107848,10.3,6.599999999999994,11.513866005088094,26.3
344,Highlands,Florida,95496,20.7,28.2,72.4,13.9,18.721202982323867,5.658875764429924,9.6,12.0,16.15669766272933,42.7
345,Hillsborough,Florida,1132152,21.9,25.5,77.1,13.0,12.472618517654874,5.205573103258219,8.0,21.299999999999997,14.12548845031409,22.8
347,Indian River,Florida,128594,19.0,19.7,71.1,10.0,13.512294508297432,5.672115339751466,7.4,10.200000000000003,10.080563634384186,28.0
351,Lake,Florida,277035,21.4,23.0,72.2,10.2,14.76564333026513,5.616257873553883,7.8,11.599999999999994,11.274026747522877,34.4
352,Lee,Florida,544758,18.7,27.4,75.8,10.2,12.77172616097423,5.57073048950176,9.8,10.0,12.14814651643482,30.9
353,Leon,Florida,245756,16.2,20.6,77.4,14.0,6.468204235094972,5.347987434691319,4.6,34.2,13.32785364345123,19.6
357,Manatee,Florida,306779,18.4,26.9,69.7,10.8,13.22319976269562,5.50656987603454,8.2,11.200000000000003,11.886732794617624,31.1
358,Marion,Florida,303442,23.7,26.1,76.1,14.0,15.541025962127852,5.5555921724744755,9.4,14.099999999999994,13.665873544202848,35.0
359,Martin,Florida,139728,13.9,24.2,74.5,9.2,10.970600022901637,5.7053704339860305,6.4,7.799999999999997,10.118229703423795,26.4
360,Miami-Dade,Florida,2376014,19.0,34.6,79.0,18.9,21.098023833192904,5.249548192897853,8.1,23.5,20.43224492784975,24.2
361,Monroe,Florida,76329,20.0,21.2,73.1,10.2,11.732107062846362,5.81037351465367,7.2,7.700000000000003,13.377615323140615,26.3
363,Okaloosa,Florida,182172,20.7,19.3,73.3,9.9,7.988055244494214,5.271940803196979,7.6,15.799999999999997,11.940912983334432,28.5
365,Orange,Florida,1023023,19.5,25.9,78.3,13.2,11.637861514355006,5.161467532988017,7.2,27.5,15.409721971060279,23.6
366,Osceola,Florida,231578,22.2,29.0,77.6,13.1,13.475805128293707,5.17190752143986,7.3,15.599999999999994,14.510013904602337,19.7
367,Palm Beach,Florida,1268548,18.3,23.4,69.9,10.9,11.55549494382554,5.473659648669187,7.8,19.5,12.549387173366716,27.8
368,Pasco,Florida,429065,23.1,24.9,76.3,11.9,16.00410194259611,5.549508815680608,8.1,6.5,11.516203838579237,34.8
369,Pinellas,Florida,928032,19.0,24.2,72.0,12.1,11.686342712320265,5.609289334850522,8.5,14.400000000000006,11.846574256060135,28.4
370,Polk,Florida,542912,27.9,32.9,75.2,14.0,16.770305316515383,5.286860485677237,9.2,17.099999999999994,14.71159230225156,29.2
371,Putnam,Florida,73568,30.5,29.6,80.9,18.7,19.872770769899955,5.297140060896042,11.6,19.299999999999997,18.083949543279687,32.4
372,St. Johns,Florida,161525,16.8,22.2,76.4,8.1,8.883454573595419,5.516793066088841,6.4,8.599999999999994,7.679306608884073,27.3
373,St. Lucie,Florida,241305,23.0,25.0,76.2,12.9,15.536768819543731,5.4690122459128485,10.4,19.200000000000003,12.398831354509852,34.7
374,Santa Rosa,Florida,143105,19.3,24.6,75.6,10.0,9.769749484644143,5.335243352782921,4.8,9.099999999999994,10.724293351035953,24.6
375,Sarasota,Florida,366256,18.0,21.6,72.7,8.4,9.924206019833122,5.828436940282207,6.4,6.599999999999994,8.580883316587306,28.5
376,Seminole,Florida,401619,16.3,19.4,78.9,9.1,7.537989985533552,5.302537977535923,6.3,16.099999999999994,12.264857987296418,24.8
381,Volusia,Florida,490055,21.9,27.2,75.3,12.2,12.738774219220291,5.569987042270765,9.2,12.700000000000003,13.073022415851282,31.0
382,Wakulla,Florida,28212,23.0,21.2,86.0,11.0,14.67106195944988,5.440947114702963,6.7,13.5,12.342265702537928,23.0
383,Walton,Florida,50324,19.5,28.9,74.8,13.4,16.995866783244576,5.524203163500516,8.8,10.299999999999997,13.818456402511725,32.2
391,Barrow,Georgia,59954,25.1,30.6,78.3,10.1,17.04640224171865,5.826133368916169,8.9,14.900000000000006,9.98765720385629,29.9
392,Bartow,Georgia,89229,30.8,26.0,79.5,10.9,18.060271884701162,5.824339620526959,10.2,11.400000000000006,12.88034159297986,27.7
395,Bibb,Georgia,154918,23.9,29.0,76.3,18.9,14.37728346609174,5.816625569656205,10.6,52.5,15.342955628138757,28.8
399,Bryan,Georgia,28549,21.5,24.8,79.3,10.0,13.030228729552698,5.8250726820554135,4.7,17.799999999999997,10.543276472030543,15.7
400,Bulloch,Georgia,61454,26.4,24.9,80.2,18.9,11.862531324242523,6.001236697367136,7.9,30.5,15.395254987470302,27.8
404,Camden,Georgia,45759,29.4,17.5,77.3,10.8,9.831945628182433,5.520225529404052,5.9,24.400000000000006,12.58768766799974,21.3
409,Chatham,Georgia,238410,21.3,26.2,75.6,16.8,12.575814772870267,5.935153726773206,9.2,44.9,14.813975923828698,26.1
412,Cherokee,Georgia,184211,19.5,19.0,76.6,6.4,9.955431543176031,5.828642154920173,6.9,8.099999999999994,10.49665872287757,21.1
413,Clarke,Georgia,104439,25.0,23.8,73.5,18.7,9.86221622190944,6.3003284213751565,6.6,30.900000000000006,16.462241116824174,24.1
415,Clayton,Georgia,267966,26.0,26.8,82.1,13.9,12.088847092541592,5.6066814446608895,5.8,69.1,15.821783360575594,27.0
417,Cobb,Georgia,663818,19.5,17.2,73.9,9.6,7.276693310515834,5.90056310615259,5.8,28.099999999999994,14.398675540584918,23.6
418,Coffee,Georgia,39674,35.2,41.1,84.1,19.1,21.96148611181126,5.774562685890004,9.6,28.599999999999994,20.209709129404647,35.6
420,Columbia,Georgia,103812,20.6,20.7,77.3,6.8,7.696605402072978,5.8702269487149845,5.7,19.200000000000003,9.34959349593496,21.1
422,Coweta,Georgia,109903,24.7,28.0,74.3,9.4,11.858638981647452,5.845154363393174,8.0,19.299999999999997,9.679444601148285,23.9
428,DeKalb,Georgia,677959,21.7,22.7,72.8,13.2,9.714451758882173,5.96599499379756,5.3,61.1,15.864086176302697,22.4
429,Dodge,Georgia,19574,30.1,33.4,82.8,18.1,22.049657709206087,6.0488402983549605,13.0,31.299999999999997,16.07234086032492,31.6
431,Dougherty,Georgia,94882,26.6,34.4,81.4,21.6,15.920827975801522,5.749246432410784,9.7,65.8,19.303977572142237,32.3
432,Douglas,Georgia,112760,24.8,23.8,85.6,10.0,11.913799219581412,5.816778999645264,7.3,34.8,10.611032280950692,17.9
435,Effingham,Georgia,46924,26.8,32.1,80.4,9.9,13.351376694228968,5.873327082090189,11.5,15.0,10.470121899241326,21.3
441,Floyd,Georgia,94198,30.3,30.1,79.2,15.0,18.530117412259283,5.987388267266821,11.1,16.299999999999997,13.876090787490181,34.4
442,Forsyth,Georgia,140393,16.2,16.3,73.3,5.7,9.23122947725314,5.823652176390561,3.7,6.5,9.028940189325679,20.3
444,Fulton,Georgia,915623,21.3,21.0,74.0,16.2,10.499954675668915,5.968395289327595,5.0,48.4,13.39765383787869,22.5
447,Glynn,Georgia,71874,27.8,24.2,73.4,14.9,11.780337813395665,6.0188663494448615,11.0,28.0,15.279516932409495,23.4
451,Gwinnett,Georgia,726273,19.2,22.7,76.3,8.2,8.011037171972522,5.758578385813599,5.5,30.5,12.744243555797889,20.2
452,Habersham,Georgia,39603,20.8,31.2,74.5,12.1,19.208140797414337,6.087922632123829,6.5,7.400000000000006,13.334848370072974,26.6
453,Hall,Georgia,165771,24.8,28.2,75.7,12.0,18.56356057452751,5.785089068654951,7.9,9.900000000000006,14.212377315694544,27.4
459,Henry,Georgia,167848,25.8,19.5,79.1,6.6,9.907177922882608,5.785591725847195,7.5,31.5,8.326581192507506,20.4
460,Houston,Georgia,126163,24.0,21.7,81.2,11.3,9.911780791515739,5.841649294959695,9.7,30.799999999999997,10.938230701552754,33.3
462,Jackson,Georgia,52292,22.1,28.7,80.1,12.2,20.93628088426528,5.989443891991127,7.3,9.400000000000006,11.835462403426911,27.3
471,Laurens,Georgia,46896,28.8,31.3,82.5,17.6,19.319344933469807,5.9344080518594335,8.4,36.6,16.282838621630845,32.4
472,Lee,Georgia,31099,19.1,18.3,82.3,9.1,11.694909804173767,5.919804495321393,6.4,18.700000000000003,10.521238625036174,17.9
473,Liberty,Georgia,57544,26.3,24.8,77.3,15.1,6.808702905602669,5.138676491032949,4.2,50.6,20.29924927012373,19.7
476,Lowndes,Georgia,96705,24.0,27.7,76.6,17.7,13.347810351067679,5.8859417817072535,9.6,37.0,14.848249831963187,33.0
