,CHSI_County_Name,CHSI_State_Name,Population_Size,Obesity,No_Exercise,Few_Fruit_Veg,Poverty,No_HS_Diploma,Major_Depression,Diabetes,Non-White,Uninsured,High_Blood_Pres
1645,Teton,Montana,6240,19.8,23.7,79.2,13.7,11.314102564102564,7.227564102564103,4.0,3.200000000000003,17.61217948717949,27.3
1648,Valley,Montana,7143,21.9,29.1,72.3,14.6,11.269774604507909,7.307853842923142,7.1,11.799999999999997,18.91362172756545,25.1
1651,Yellowstone,Montana,136691,21.4,21.8,78.9,12.1,7.764958921948044,7.16945519456292,5.5,6.400000000000006,13.000124368100312,25.2
1652,Adams,Nebraska,33070,24.4,22.7,81.0,10.1,8.887208950710614,6.068944662836408,5.5,4.5,8.93861505896583,27.4
1658,Box Butte,Nebraska,11374,28.1,22.7,80.3,11.4,7.947951468260945,5.978547564621066,5.8,5.5,13.618779672938281,21.0
1661,Buffalo,Nebraska,43572,24.8,23.1,82.1,10.4,6.460571008904801,5.999265583402185,4.3,2.4000000000000057,11.427063251629486,21.0
1664,Cass,Nebraska,25734,26.6,25.1,84.2,6.4,7.04904018030621,5.995958653920883,7.5,2.0999999999999943,7.732960286002953,23.2
1668,Cheyenne,Nebraska,9993,19.4,25.5,85.5,9.5,9.086360452316622,6.114279995997198,7.5,2.4000000000000057,13.389372560792554,27.7
1669,Clay,Nebraska,6733,24.7,22.9,77.9,10.4,9.000445566612209,6.133967028070696,5.9,1.2000000000000028,13.441259468290509,18.8
1672,Custer,Nebraska,11410,25.7,26.9,85.4,12.3,8.553900087642418,6.0823838737949165,6.8,1.2000000000000028,17.703768624014025,25.1
1673,Dakota,Nebraska,20349,26.0,37.3,84.3,10.8,16.231755860238835,5.577669664356971,8.8,8.5,16.777237210673743,22.7
1674,Dawes,Nebraska,8636,19.5,17.5,84.0,16.0,7.433997220935619,6.183418249189439,8.3,6.5,16.176470588235293,20.5
1675,Dawson,Nebraska,24617,23.0,27.5,80.6,10.6,16.512978835763903,5.674940082057115,5.9,2.9000000000000057,17.410732420684894,21.4
1678,Dodge,Nebraska,36078,25.3,26.6,79.0,9.6,11.00393591662509,6.089583679804867,6.8,2.299999999999997,10.72121514496369,28.1
1679,Douglas,Nebraska,486929,22.2,22.0,82.0,10.8,8.117199838169425,5.879912677207559,6.1,16.200000000000003,10.212166455479135,21.5
1685,Gage,Nebraska,23306,25.8,26.0,84.3,9.7,12.580451385909209,6.217283103063589,7.7,2.0,8.058010812666266,27.6
1691,Hall,Nebraska,55104,24.8,27.5,82.9,12.1,11.570847851335655,5.84349593495935,6.3,3.5999999999999943,13.035351335656214,23.6
1692,Hamilton,Nebraska,9568,27.0,29.5,77.7,8.2,6.877090301003344,5.957357859531773,6.0,0.7999999999999972,9.949832775919733,23.3
1696,Holt,Nebraska,10784,24.4,30.8,83.2,12.2,10.682492581602373,6.120178041543026,5.0,0.7999999999999972,18.128709198813056,19.6
1699,Jefferson,Nebraska,7925,24.0,33.2,81.2,9.5,11.280757097791797,6.347003154574132,7.4,1.5,11.167192429022082,21.6
1701,Kearney,Nebraska,6774,24.2,25.9,76.9,7.9,7.912607026867434,6.126365515205197,5.5,0.9000000000000057,10.06790670209625,14.4
1702,Keith,Nebraska,8330,23.6,26.2,75.3,10.5,9.423769507803122,6.218487394957983,7.7,1.5999999999999943,15.234093637454983,24.5
1706,Lancaster,Nebraska,264814,21.3,22.8,78.8,9.5,5.980423995710197,6.064634045027831,5.4,8.400000000000006,8.791076000513568,20.6
1707,Lincoln,Nebraska,35636,23.4,22.7,82.8,10.9,9.164889437647323,6.022000224492087,6.7,2.799999999999997,12.650129082949826,26.1
1711,Madison,Nebraska,35488,18.5,24.1,82.5,11.2,11.14461226330027,5.88931469792606,5.8,4.700000000000003,12.9762173128945,23.8
1717,Otoe,Nebraska,15509,25.1,25.0,82.1,8.4,9.884583145270488,6.093236185440712,6.2,1.5999999999999943,9.22690050938165,30.8
1720,Phelps,Nebraska,9449,30.9,28.5,79.0,9.6,7.450523864959255,6.0958831622393905,4.7,1.2000000000000028,10.212720922848979,21.5
1722,Platte,Nebraska,31262,20.7,20.0,84.5,8.6,9.865011835455185,5.837758300812488,5.7,2.0999999999999943,10.875823683705457,22.0
1724,Red Willow,Nebraska,11060,21.6,25.5,79.5,10.7,8.182640144665461,6.112115732368896,6.8,1.5,15.036166365280291,22.6
1727,Saline,Nebraska,14195,28.1,22.9,82.1,8.3,11.891511095456146,5.995068686157098,6.2,3.5999999999999943,11.616766467065869,24.1
1728,Sarpy,Nebraska,139371,25.0,18.9,81.2,5.5,4.109176227479174,5.718549770038243,5.4,8.5,7.147110948475651,20.3
1729,Saunders,Nebraska,20458,23.6,26.1,81.2,7.5,8.759409521947404,6.036758236386744,7.4,1.0999999999999943,8.798514028741812,23.3
1730,Scotts Bluff,Nebraska,36752,26.1,25.1,77.2,14.4,13.656399651719633,6.002394427514149,8.8,4.200000000000003,17.109272964736615,25.5
1731,Seward,Nebraska,16739,21.7,20.4,77.0,7.3,7.748372065236872,6.063683613119063,6.4,2.0,7.377979568671964,21.5
1740,Washington,Nebraska,19772,28.4,20.6,86.4,6.1,6.7367995144649,6.094477038235889,6.8,1.5,7.277968844831075,20.7
1741,Wayne,Nebraska,9211,21.3,21.9,79.7,11.3,6.872218000217131,6.1882531755509715,5.0,2.200000000000003,11.670828357398761,22.4
1744,York,Nebraska,14397,29.0,16.8,71.8,9.0,8.550392442870042,6.105438633048552,6.1,3.299999999999997,8.682364381468362,29.9
1745,Churchill,Nevada,24556,20.9,21.6,79.0,10.4,9.313406092197427,7.008470434924255,5.9,12.0,14.611500244339467,29.0
1746,Clark,Nevada,1710551,21.6,25.6,78.3,11.4,13.312552505011544,7.247664641393328,7.0,21.099999999999994,13.65331989516828,24.8
1747,Douglas,Nevada,47017,15.6,15.5,76.7,7.2,6.044622157942872,7.860986451708957,5.3,5.5,10.557883318799584,28.5
1748,Elko,Nevada,45570,23.2,25.4,85.4,9.8,12.514812376563528,6.9190256747860435,5.0,8.599999999999994,15.729646697388633,23.3
1751,Humboldt,Nevada,17129,22.1,20.9,79.3,10.4,13.33994979274914,6.993986806001518,5.8,7.700000000000003,14.770272637048281,18.2
1754,Lyon,Nevada,47515,22.5,24.7,83.9,9.7,12.265600336735767,7.465011049142375,7.9,7.200000000000003,11.520572450805009,34.5
1756,Nye,Nevada,40477,27.7,28.3,78.6,12.4,14.647824690565011,7.7476097536872786,9.5,6.900000000000006,13.375497195938435,32.6
1759,Washoe,Nevada,389872,18.0,18.6,77.9,10.0,10.50985964624287,7.362929371691222,5.6,12.200000000000003,12.49127918906718,23.4
1761,Carson City,Nevada,56062,19.1,25.9,77.1,10.3,11.86186721843673,7.534515357996503,5.8,8.0,12.314937033998072,20.7
1762,Belknap,New Hampshire,61547,19.8,21.0,74.3,7.3,10.12072074999594,5.701333939915837,6.4,2.4000000000000057,7.298487334882285,25.6
1763,Carroll,New Hampshire,47439,16.3,20.5,69.3,7.3,8.58365479879424,5.790594236809376,6.8,1.7000000000000028,8.27378317418158,26.3
1764,Cheshire,New Hampshire,77287,21.3,17.9,71.0,7.2,9.119256796097662,5.630959928577898,6.5,2.299999999999997,5.944078564312239,24.5
1765,Coos,New Hampshire,33655,23.6,28.0,73.1,9.7,16.59783093151092,5.752488486109048,7.3,1.7999999999999972,10.0401129104145,28.7
1766,Grafton,New Hampshire,84708,20.4,17.8,68.6,7.2,8.101950229022052,5.688954998347263,5.6,4.099999999999994,9.260046276620862,22.1
1767,Hillsborough,New Hampshire,401291,20.5,21.3,73.6,6.3,8.668023952692684,5.409540707366973,5.8,6.0,8.180846318507019,22.0
1768,Merrimack,New Hampshire,146881,20.0,19.6,70.3,6.3,7.962908749259605,5.560283494801914,6.2,3.200000000000003,6.987969853146425,23.3
1769,Rockingham,New Hampshire,295076,21.1,20.0,71.7,4.5,6.4823977551546035,5.465032737328688,5.8,3.200000000000003,6.883311418075342,22.2
1770,Strafford,New Hampshire,119015,20.2,22.5,70.3,8.5,8.702264420451204,5.53795740032769,6.4,4.0,8.268705625341344,26.1
1771,Sullivan,New Hampshire,43041,21.8,20.1,72.9,7.6,11.937454984781953,5.6155758462861,6.0,1.7000000000000028,7.694988499337841,25.2
1772,Atlantic,New Jersey,271015,25.8,29.3,73.3,10.8,14.473737615999113,5.129605372396362,9.3,26.0,12.715901333874507,28.7
1773,Bergen,New Jersey,902561,16.2,23.0,71.8,6.1,9.280369969453588,5.2476231523409504,5.6,20.799999999999997,9.482129185728166,26.4
1774,Burlington,New Jersey,450743,21.8,25.2,72.7,5.8,8.600244485216631,5.187434968485367,7.1,22.400000000000006,8.036952320945637,24.6
1775,Camden,New Jersey,518249,24.1,28.5,76.6,10.9,12.73017410549755,5.054906039374895,7.0,26.599999999999994,13.170888897035981,26.8
1776,Cape May,New Jersey,99286,19.9,27.3,68.9,9.6,12.842696855548615,5.378401788771831,9.5,6.700000000000003,11.141550671796628,34.2
1777,Cumberland,New Jersey,153252,24.5,31.9,71.8,14.9,20.7481794691097,5.119019653903375,12.7,25.700000000000003,14.908777699475372,31.1
1778,Essex,New Jersey,791057,25.2,30.6,70.6,14.4,15.591291145897198,4.992560586658104,7.8,48.6,15.157820485755135,26.9
1779,Gloucester,New Jersey,276910,22.4,24.5,76.1,6.7,10.221010436603951,5.144270701672023,8.1,13.099999999999994,10.061752916109928,25.8
1780,Hudson,New Jersey,603521,21.2,33.7,75.9,15.0,19.93948843536513,5.22235348894239,6.3,28.900000000000006,19.09742991544619,24.2
1781,Hunterdon,New Jersey,130404,15.6,16.2,75.1,3.5,5.773595901966198,5.1892579982209135,5.8,6.599999999999994,6.990583110947517,22.1
1782,Mercer,New Jersey,366256,19.7,24.1,72.3,8.1,11.882945262330173,5.154045257961645,6.8,30.0,10.703988467083134,27.2
1783,Middlesex,New Jersey,789516,19.1,25.1,75.6,7.4,10.335825999726413,5.164176533471139,7.1,30.5,11.813946772452995,24.2
1784,Monmouth,New Jersey,635952,17.1,22.1,72.5,6.5,8.018844189498578,5.0986552444209625,5.5,14.200000000000003,9.451499484237806,25.2
1785,Morris,New Jersey,490593,16.3,20.5,72.2,4.2,6.354758425008103,5.129098866066169,5.4,12.299999999999997,8.64158273762569,23.5
1786,Ocean,New Jersey,558341,22.8,28.4,70.7,8.1,11.777211417395463,5.248405544282078,8.0,6.0,10.265590382938026,29.3
1787,Passaic,New Jersey,499060,21.0,31.2,75.3,12.6,16.929627700076143,4.963331062397307,6.9,21.900000000000006,16.275998877890434,24.8
1788,Salem,New Jersey,66346,26.8,36.3,78.9,9.3,13.767220329786273,5.1834323094082535,7.1,17.299999999999997,10.951677569107407,28.8
1789,Somerset,New Jersey,319900,17.1,19.3,73.7,4.7,6.986245701781807,5.06720850265708,4.7,21.700000000000003,8.395748671459831,24.2
1790,Sussex,New Jersey,153130,22.5,23.0,70.8,4.8,6.723045778097042,5.090446026252204,5.3,4.299999999999997,8.528048063736694,25.6
1791,Union,New Jersey,531457,20.7,28.1,72.6,9.9,13.621986350730161,5.063438810665773,7.5,28.599999999999994,12.878558378194285,25.8
1792,Warren,New Jersey,110376,24.5,26.3,69.4,6.1,10.167065304051604,5.137892295426542,6.7,6.099999999999994,8.82891208233674,24.8
1793,Bernalillo,New Mexico,603562,17.5,18.9,78.1,14.8,10.219496919951885,6.351128798698394,5.4,12.400000000000006,18.304333274791983,20.2
1795,Chaves,New Mexico,61860,24.1,30.2,81.1,21.3,17.043323634012285,6.152602651147753,9.4,5.799999999999997,25.746847720659556,27.2
1796,Cibola,New Mexico,27620,26.6,28.3,82.9,21.3,15.63359884141926,6.125995655322231,10.5,44.3,23.92469225199131,17.5
1797,Colfax,New Mexico,13755,20.4,24.5,80.6,15.6,13.449654671028716,6.557615412577245,8.4,3.5,23.66412213740458,21.4
1798,Curry,New Mexico,45846,22.4,26.4,80.8,18.7,12.986956332068228,5.943811891986215,5.3,14.0,23.153601186581163,18.6
1800,Dona Ana,New Mexico,189444,22.6,27.7,81.1,24.5,17.655349338062965,6.041891007368933,6.9,6.400000000000006,26.188741791769598,19.9
1801,Eddy,New Mexico,51437,29.9,30.7,80.9,17.5,15.980714271827672,6.213426132939324,9.4,5.0,22.676283609075178,27.4
1802,Grant,New Mexico,29747,20.2,23.4,76.1,19.6,13.961071704709719,6.484687531515783,9.0,4.099999999999994,23.602380071940026,26.5
1806,Lea,New Mexico,56719,27.5,34.6,78.6,18.6,20.065586487773057,6.050882420352968,7.3,7.900000000000006,22.006734956540136,22.4
1807,Lincoln,New Mexico,21007,15.6,22.8,77.3,15.2,11.039177417051459,6.678726138906079,6.7,4.599999999999994,24.26810110915409,30.5
1808,Los Alamos,New Mexico,18822,12.8,12.0,66.8,3.0,2.5927106577409416,6.550844756136436,3.1,8.0,14.674317288279672,19.7
1809,Luna,New Mexico,26498,25.3,35.9,81.0,26.2,25.420786474450903,6.102347346969583,9.3,4.200000000000003,31.255189070873275,31.7
1810,McKinley,New Mexico,71918,26.8,22.4,72.0,30.6,18.612864651408547,5.503490085931199,10.4,79.4,35.66979059484413,17.9
1812,Otero,New Mexico,63538,24.8,22.0,77.7,16.5,12.02744814126979,6.18370109225975,8.4,14.0,23.079102269508013,23.2
1813,Quay,New Mexico,9259,24.8,35.3,78.7,21.2,18.274111675126903,6.609785073982072,6.7,4.5,28.761205313748782,24.3
1814,Rio Arriba,New Mexico,40828,19.7,28.3,78.9,17.9,17.262662878416773,6.1673361418634265,7.7,17.200000000000003,25.477613402566867,16.8
1815,Roosevelt,New Mexico,18238,20.5,33.8,81.4,21.5,13.822787586358153,6.064261432174581,6.8,5.099999999999994,26.472200899221406,22.5
1816,Sandoval,New Mexico,107460,22.9,21.7,78.3,12.0,9.000558347292015,6.244183882374838,6.0,20.599999999999994,16.4535641168807,21.2
1817,San Juan,New Mexico,126208,22.3,21.6,77.6,18.4,13.669497971602434,5.943363336713996,5.9,43.9,23.607853701825558,21.7
1818,San Miguel,New Mexico,29530,21.5,26.7,81.8,21.7,16.41043007111412,6.3562478835082965,7.0,5.099999999999994,26.40365729766339,19.1
1819,Santa Fe,New Mexico,140855,14.7,18.1,75.5,12.3,10.782719818252813,6.593305171985375,4.2,7.200000000000003,19.02239892087608,18.6
1821,Socorro,New Mexico,18148,19.8,27.8,77.8,25.1,17.11483359047829,6.2651531849239595,10.4,16.299999999999997,27.72757328631254,27.0
1822,Taos,New Mexico,31722,17.7,21.0,72.1,19.4,14.712187125654118,6.620011348590883,5.8,9.299999999999997,26.43591198537293,21.1
1825,Valencia,New Mexico,69417,22.0,27.7,79.8,16.6,15.14614575680309,6.168517798233862,6.2,7.799999999999997,21.040955385568378,22.3
1826,Albany,New York,297414,20.0,25.9,69.7,10.8,9.12667191188041,5.7441815112940215,6.8,17.599999999999994,9.297141358510359,28.8
1828,Bronx,New York,1357589,24.4,35.5,73.8,26.8,22.85205610829198,5.197964921636814,9.2,50.4,21.901326542863856,24.5
1829,Broome,New York,196947,23.2,20.9,76.5,12.9,10.756193290580715,5.73656872153422,8.8,9.099999999999994,10.541922446140333,31.7
1832,Chautauqua,New York,136409,25.8,25.8,76.1,14.9,12.456656085742143,5.691706558951388,7.1,4.200000000000003,12.789478700085771,30.4
1833,Chemung,New York,89512,27.9,23.8,79.0,13.5,12.114576816516221,5.677451068013227,9.2,8.5,10.703592814371257,29.8
1835,Clinton,New York,82047,22.0,26.6,71.9,12.6,15.775104513266786,5.8405548039538315,6.6,5.599999999999994,9.601813594646972,24.8
1839,Dutchess,New York,294849,20.8,23.6,73.2,8.0,10.606446011348183,5.6276263443321835,8.2,15.0,9.275934461368362,26.0
1840,Erie,New York,930703,23.9,23.9,73.7,13.0,11.551375680533962,5.680007478218078,8.1,17.0,9.466070271611889,26.3
1844,Genesee,New York,59257,17.3,26.7,74.6,9.1,10.591153787738158,5.649965404931063,9.0,4.700000000000003,8.555951195639334,21.3
1848,Jefferson,New York,116384,25.9,21.7,70.1,14.5,10.818497387957107,5.521377508935936,8.2,8.900000000000006,13.148714599945011,31.1
1849,Kings,New York,2486235,23.0,34.6,73.5,23.3,20.11076989906425,5.429213248144283,8.8,49.4,20.826953204343113,23.6
1853,Monroe,New York,733366,22.2,23.6,72.6,12.7,9.904740607009325,5.579069659624253,7.3,19.200000000000003,10.061824518725984,26.1
1855,Nassau,New York,1333137,16.6,25.3,73.0,5.9,9.037180724861736,5.609475995340314,6.0,19.200000000000003,10.130316689132474,24.5
1856,New York,New York,1593200,15.9,24.5,71.0,18.6,15.831345719307055,6.064900828521215,6.6,33.5,13.951857896058248,23.1
1857,Niagara,New York,217008,25.4,24.4,75.5,11.4,11.354880926048809,5.68227899432279,7.1,9.400000000000006,9.455872594558725,27.8
1858,Oneida,New York,234105,21.1,23.4,74.4,12.8,14.288887465026376,5.715811281262681,7.4,8.700000000000003,9.86181414322633,34.1
1859,Onondaga,New York,458053,22.8,22.5,72.3,12.1,9.343678569947146,5.570316098792062,6.4,15.299999999999997,10.047963881908863,26.4
1860,Ontario,New York,104461,19.3,16.9,68.5,8.4,8.534285522826702,5.682503518059372,6.2,4.299999999999997,7.566460210030537,21.3
1861,Orange,New York,372893,23.9,25.4,75.9,10.5,11.524753749735178,5.372586774222096,6.5,14.5,11.434915646043235,28.1
1863,Oswego,New York,123373,26.6,25.7,82.8,13.0,12.48976680473037,5.597659131252382,5.8,2.5,10.893793617728353,20.3
1866,Queens,New York,2241600,17.1,33.5,73.9,15.4,17.742906852248392,5.714891149179158,6.3,44.9,19.3081727337616,22.9
1867,Rensselaer,New York,155251,23.0,20.4,74.2,9.8,10.097841559796716,5.683055181609136,9.8,9.099999999999994,8.823775692266073,33.2
1868,Richmond,New York,464573,22.6,28.3,77.8,10.1,11.697192906174056,5.58082368110071,6.6,19.700000000000003,11.657801895504043,20.9
1869,Rockland,New York,292916,18.1,28.1,71.4,9.7,9.425227710333338,5.362970954130194,8.7,19.799999999999997,12.789332095208184,28.6
1870,St. Lawrence,New York,111380,25.0,25.8,74.2,15.2,13.178308493445861,5.719159633686479,10.6,4.900000000000006,11.941102531872867,32.1
1871,Saratoga,New York,214859,20.4,18.4,76.4,6.3,8.125328703940724,5.705136857194718,6.5,4.200000000000003,6.51590112585463,22.6
1872,Schenectady,New York,149078,25.2,23.2,67.9,11.6,10.30400193187459,5.6386589570560375,9.0,14.0,8.379506030400192,30.8
1876,Steuben,New York,98632,25.5,25.2,84.1,13.6,11.75581961229621,5.654351528915565,7.9,3.5,10.762227269040475,27.1
1877,Suffolk,New York,1474927,19.8,27.5,73.7,7.3,9.192183748755022,5.519052807359279,6.3,12.599999999999994,10.310137383070485,25.2
1878,Sullivan,New York,76539,22.6,25.2,76.7,13.5,16.257071558290544,5.6755379610394705,9.7,12.299999999999997,13.830857471354474,24.5
1880,Tompkins,New York,100018,18.8,17.4,63.1,12.9,4.776140294746946,5.880941430542502,4.8,15.700000000000003,9.289327920974225,25.2
1881,Ulster,New York,182693,22.7,21.4,71.6,10.6,12.516626252784727,5.775809691668536,9.5,9.400000000000006,11.436672450504398,30.6
1884,Wayne,New York,93609,24.9,28.5,69.8,10.1,11.85890245596043,5.557157965580233,8.1,5.200000000000003,9.377303464410474,25.6
1885,Westchester,New York,940807,15.2,22.7,67.3,8.7,11.059760397190923,5.541093975703838,6.7,22.200000000000003,10.251518111578676,22.7
1888,Alamance,North Carolina,140533,25.1,25.5,81.1,11.3,15.479638234436042,5.7929454291874505,9.1,21.5,13.632385276056159,27.9
1892,Ashe,North Carolina,25347,20.7,30.3,72.4,14.0,23.099380597309345,6.190081666469405,7.6,1.5999999999999943,14.187083284017831,28.1
1896,Bladen,North Carolina,32938,33.8,37.9,83.5,19.2,19.527597304025747,5.753233347501366,11.3,39.7,18.137106078086102,21.0
1897,Brunswick,North Carolina,89162,25.8,25.9,75.1,13.3,15.472959332451044,6.0833090329961195,9.8,14.599999999999994,13.619030528700568,24.0
1898,Buncombe,North Carolina,218876,21.6,22.8,72.3,13.4,12.55962280012427,5.99334783164897,6.9,9.799999999999997,11.455344578665546,26.4
1899,Burke,North Carolina,89399,26.5,25.5,78.4,13.6,22.097562612557187,5.872548909943064,7.0,11.5,13.314466604771866,26.0
1900,Cabarrus,North Carolina,150244,25.1,27.9,73.7,10.2,14.246825164399244,5.682090466175023,10.9,17.099999999999994,11.088629163227816,23.8
1901,Caldwell,North Carolina,79122,27.8,31.1,84.6,13.0,23.521902884153587,5.911124592401608,10.3,6.700000000000003,12.382144030737342,36.9
1903,Carteret,North Carolina,62525,24.5,24.9,76.0,11.7,13.02359056377449,6.163934426229508,8.3,9.200000000000003,12.991603358656537,29.8
1905,Catawba,North Carolina,151641,24.6,26.8,83.1,10.9,17.063327200427324,5.811752758159073,7.1,12.599999999999994,12.186018293205663,30.7
1911,Columbus,North Carolina,54746,30.0,39.1,87.2,20.3,20.722975194534758,5.739232090015709,11.5,35.099999999999994,19.135644613305082,32.4
1912,Craven,North Carolina,90795,22.5,20.9,73.9,13.7,11.370670191089818,5.6401784239220225,9.0,27.700000000000003,14.054738697064817,28.0
1913,Cumberland,North Carolina,304520,23.5,24.6,80.0,16.6,8.777420202285564,5.388480231183502,7.2,43.8,15.120517535794036,30.7
1915,Dare,North Carolina,33903,15.9,19.7,74.7,7.9,8.17626758693921,6.055511311683333,6.2,4.5,11.71577736483497,24.7
1916,Davidson,North Carolina,154623,26.6,32.2,80.4,12.7,19.12393369679802,5.8380706621912655,10.0,11.5,11.784145955000227,28.2
1919,Durham,North Carolina,242582,21.1,23.6,66.8,14.2,10.958356349605495,5.761763032706466,4.3,43.8,13.202958174967641,24.9
1921,Forsyth,North Carolina,325967,23.0,21.6,73.9,13.2,11.888626762831821,5.754263468387904,7.1,28.700000000000003,12.507094276414485,29.1
1923,Gaston,North Carolina,196137,28.6,30.4,86.8,14.2,19.35279931884346,5.799517684067769,12.2,16.900000000000006,11.953379525535722,28.6
1928,Guilford,North Carolina,443519,22.1,23.7,74.7,14.3,11.158935693848516,5.781488504438367,8.2,35.7,11.981222901386413,28.5
1929,Halifax,North Carolina,56023,34.0,33.8,85.1,22.1,22.856683861985257,5.736929475394035,9.3,58.4,16.523570676329367,33.5
1930,Harnett,North Carolina,103692,26.5,26.2,75.2,15.2,15.809319908961154,5.631099795548355,7.3,25.700000000000003,14.407090228754388,23.6
1931,Haywood,North Carolina,56482,23.7,31.6,70.8,13.3,16.279522679791793,6.116993024326334,8.6,2.9000000000000057,11.93477568074785,36.9
1932,Henderson,North Carolina,97217,19.6,23.8,71.6,11.4,12.09664976290155,6.0555252682144065,6.1,4.799999999999997,11.057736815577522,28.0
1936,Iredell,North Carolina,140924,24.3,25.2,78.4,10.2,14.50781981777412,5.756294172745593,6.4,15.299999999999997,10.600749340069825,28.8
1938,Johnston,North Carolina,146437,25.1,31.9,76.5,12.6,15.756263785791843,5.6481626911231455,7.9,17.900000000000006,12.097352445078771,24.2
1940,Lee,North Carolina,55704,23.8,30.6,79.8,13.2,15.45310929197185,5.636938101393078,8.0,22.0,14.22878069797501,33.5
1947,Mecklenburg,North Carolina,796372,20.4,22.2,77.5,12.0,8.95335345793172,5.647109642227502,5.3,35.2,11.234699361604878,24.0
1950,Moore,North Carolina,81685,27.0,29.0,74.9,12.2,12.271530880822674,6.003550223419232,5.3,17.200000000000003,12.265409805961927,41.0
1951,Nash,North Carolina,91378,27.3,31.6,78.2,14.2,16.20193044277616,5.740987983978639,7.8,38.3,13.787782617260172,31.7
1952,New Hanover,North Carolina,179553,20.9,20.4,75.9,13.4,9.24462414997243,6.002127505527616,7.3,18.799999999999997,10.845822681882229,26.1
1954,Onslow,North Carolina,152440,19.0,23.1,68.8,16.7,7.843085804250853,5.36473366570454,5.1,24.200000000000003,16.449094725793756,20.4
1955,Orange,North Carolina,118386,19.0,15.2,67.4,11.6,7.554102681060261,5.982126264929975,4.9,21.0,10.97680468974372,20.8
1961,Pitt,North Carolina,142570,25.4,26.1,83.9,17.5,12.03759556708985,5.739636669706109,8.6,36.6,15.176404573192116,27.6
1963,Randolph,North Carolina,138367,24.7,26.7,77.0,11.0,20.280124596182617,5.778834548700196,6.3,7.700000000000003,14.53525768427443,25.3
1965,Robeson,North Carolina,127586,31.5,43.6,86.8,22.4,21.547034941137746,5.480225103067735,11.9,64.5,21.864467888326306,29.5
1966,Rockingham,North Carolina,92614,29.3,27.9,70.6,12.9,21.667350508562418,5.905154728226834,8.1,20.900000000000006,12.653594488954154,29.3
1967,Rowan,North Carolina,135099,25.1,33.2,80.6,12.1,17.243650952264638,5.812034137928482,10.6,17.799999999999997,12.917194057691026,36.6
1968,Rutherford,North Carolina,63771,19.4,30.7,72.4,15.2,20.387009769330888,5.84905364507378,5.3,12.5,12.834987690329461,28.0
1969,Sampson,North Carolina,63063,32.1,41.2,81.5,16.9,20.116391544962976,5.673691387977102,9.6,32.5,18.701932987647275,33.6
1971,Stanly,North Carolina,58964,20.9,24.9,72.9,12.4,17.917712502543925,5.817108744318567,8.4,14.0,11.993758903737874,21.3
1973,Surry,North Carolina,72601,26.2,35.5,81.2,14.3,22.812357956501977,5.849781683447886,9.1,5.200000000000003,14.728447266566578,33.1
1977,Union,North Carolina,162929,28.8,24.8,75.0,9.3,12.569278642844427,5.584641162715047,4.3,14.400000000000006,9.896948977775596,24.7
1979,Wake,North Carolina,748815,19.4,18.1,77.4,8.7,6.863511014068896,5.680842397654962,4.9,26.799999999999997,9.949854102815783,19.9
1982,Watauga,North Carolina,42472,15.6,22.3,64.7,14.7,10.456300621585985,6.237050291957054,8.0,3.5999999999999943,11.440478432849877,23.8
1983,Wayne,North Carolina,114448,25.0,32.1,80.3,15.0,14.749056339997205,5.650601146372152,11.7,35.599999999999994,15.31612610093667,36.0
1984,Wilkes,North Carolina,67390,23.1,29.6,74.5,13.6,23.97091556610773,5.93411485383588,9.8,5.700000000000003,13.407033684522926,31.4
1985,Wilson,North Carolina,76281,31.1,28.8,79.2,16.7,20.226530853030244,5.723574677835897,12.7,41.1,17.0003015167604,41.1
1986,Yadkin,North Carolina,37668,22.9,34.8,76.6,11.3,19.379844961240313,5.845810767760433,7.6,4.400000000000006,12.573006265264947,22.3
1989,Barnes,North Dakota,11075,24.7,21.9,73.9,10.3,10.483069977426636,5.905191873589165,5.4,2.200000000000003,9.200902934537245,32.2
1990,Benson,North Dakota,6999,19.0,38.9,76.8,22.5,14.987855407915415,4.9721388769824255,9.6,51.9,24.48921274467781,28.5
1992,Bottineau,North Dakota,6741,22.9,25.5,79.1,10.5,13.469811600652722,5.993176086634031,3.1,3.0999999999999943,10.532561934431094,31.0
1995,Burleigh,North Dakota,73818,20.9,18.2,79.8,8.5,8.300143596412799,5.7804329567314205,5.3,5.599999999999994,6.539055514915061,19.5
1996,Cass,North Dakota,131019,20.9,18.9,80.2,8.7,5.875483708469764,5.751837519749044,4.9,4.799999999999997,7.037147283981712,20.2
1998,Dickey,North Dakota,5487,20.6,35.2,77.8,12.5,13.723346090759977,5.704392199744852,7.1,2.200000000000003,10.60688901038819,25.3
2005,Grand Forks,North Dakota,65940,20.7,18.8,78.1,11.0,6.320897785865939,5.671822869275099,5.0,6.900000000000006,8.870185016681832,19.1
2012,McHenry,North Dakota,5511,28.1,29.5,72.9,13.3,17.074941027036836,5.933587370713119,12.4,1.0,15.278533841408093,28.8
2014,McKenzie,North Dakota,5594,31.8,28.0,73.3,13.7,13.854129424383268,5.577404361816232,6.7,23.099999999999994,15.695387915623883,27.5
2015,McLean,North Dakota,8604,25.8,29.6,77.5,11.6,15.516039051603906,5.9739655973965595,7.1,7.400000000000006,13.19153881915388,27.5
2016,Mercer,North Dakota,8364,28.7,21.4,77.5,7.4,14.753706360593016,5.810616929698709,5.7,4.099999999999994,8.476805356288857,21.6
